epoch,encoder_frozen,train_loss,val_loss,patch_dice_all,patch_dice_pos_only,positive_patch_recall,negative_patch_fpr,stage1_score,stage1_target_negative_fpr,stage1_negative_fpr_penalty,train_patch_count,replay_patch_count,train_family_counts_json,patch_dice_by_type_json,count_by_type_json,lr_encoder,lr_decoder
1,True,0.8322489147904528,0.8695667483913365,0.305452542930866,0.39035872414837414,1.0,0.9888888888888889,-0.00408572029607035,0.2,0.5,1195,0,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953}","{""hard_negative"": 2.577851136257673e-09, ""near_miss_negative"": 9.972385866820926e-10, ""normal_negative"": 0.02222222758011051, ""positive_boundary"": 0.3973933468544975, ""positive_center"": 0.41542618489609473, ""positive_context"": 0.36821767612799056, ""positive_shift"": 0.38186089507858234}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
2,True,0.7466269698601886,0.8328939931309638,0.42876838610513,0.5300156667422599,1.0,0.9222222222222223,0.1689045556311487,0.2,0.5,1195,0,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953}","{""hard_negative"": 0.20833344118833685, ""near_miss_negative"": 0.09523810967507015, ""normal_negative"": 6.6440125037450475e-09, ""positive_boundary"": 0.5240107590619189, ""positive_center"": 0.5279478829783889, ""positive_context"": 0.5223488975316286, ""positive_shift"": 0.540887850909852}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
3,True,0.72312685859752,0.7646995296525718,0.441895246113771,0.4956470735383184,0.9775641025641025,0.7444444444444445,0.22342485131609613,0.2,0.5,1195,0,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953}","{""hard_negative"": 0.625000011633052, ""near_miss_negative"": 0.09523812863754129, ""normal_negative"": 0.13333335584886818, ""positive_boundary"": 0.5163477816161068, ""positive_center"": 0.5088173104913498, ""positive_context"": 0.48356609591899957, ""positive_shift"": 0.47440173579367373}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
4,False,0.7166450218847621,0.7284783928548518,0.4102192471194219,0.4740645406009895,0.9647435897435898,0.8111111111111111,0.16850898504543393,0.2,0.5,1368,173,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 173}","{""hard_negative"": 0.4166666740221258, ""near_miss_negative"": 0.09523810492701947, ""normal_negative"": 0.11111111765556524, ""positive_boundary"": 0.4840229322506373, ""positive_center"": 0.48710598001767885, ""positive_context"": 0.47641451416007974, ""positive_shift"": 0.45641044246345175}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
5,False,0.7022923778372201,0.6941818129363938,0.4001035356941072,0.42897955299995744,0.9871794871794872,0.7,0.17897955299995746,0.2,0.5,1368,173,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 173}","{""hard_negative"": 0.5416666864910417, ""near_miss_negative"": 0.14285714608760552, ""normal_negative"": 0.24444445043154714, ""positive_boundary"": 0.4198576542271696, ""positive_center"": 0.4541752106295182, ""positive_context"": 0.4293552756213732, ""positive_shift"": 0.42531576164725704}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
6,False,0.6916797401612265,0.6821464964406407,0.4620931393976564,0.4928251290971056,0.9839743589743589,0.6444444444444445,0.2706029068748833,0.2,0.5,1368,173,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 173}","{""hard_negative"": 0.5416666806664115, ""near_miss_negative"": 0.09523815209895205, ""normal_negative"": 0.37777778287753633, ""positive_boundary"": 0.48353649281672306, ""positive_center"": 0.5183689721071949, ""positive_context"": 0.49477982727997954, ""positive_shift"": 0.48836449478100596}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
7,False,0.6861671559950885,0.6816438771598968,0.4627654629499732,0.4776657549152979,0.9871794871794872,0.5888888888888889,0.2832213104708534,0.2,0.5,1360,165,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 165}","{""hard_negative"": 0.4583333421353195, ""near_miss_negative"": 0.19047619569684046, ""normal_negative"": 0.4888888944763325, ""positive_boundary"": 0.4639324351162439, ""positive_center"": 0.5101427355637917, ""positive_context"": 0.47154727240638467, ""positive_shift"": 0.47821982564456145}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
8,False,0.6800689325613134,0.6757165748088514,0.5396054941309656,0.5574404042957957,0.9871794871794872,0.5222222222222223,0.3963292931846846,0.2,0.5,1360,165,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 165}","{""hard_negative"": 0.7500000112288451, ""near_miss_negative"": 0.2857143171971418, ""normal_negative"": 0.4222222571050583, ""positive_boundary"": 0.5480527088368591, ""positive_center"": 0.5859974112648231, ""positive_context"": 0.5457080746561097, ""positive_shift"": 0.5584157610900615}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
9,False,0.6748758743791019,0.6698325015419159,0.5196548737441485,0.5381450539042595,0.9903846153846154,0.5444444444444444,0.3659228316820373,0.2,0.5,1360,165,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 165}","{""hard_negative"": 0.6666666686261401, ""near_miss_negative"": 0.2380952933660293, ""normal_negative"": 0.4444444715401068, ""positive_boundary"": 0.5290715351973598, ""positive_center"": 0.5605407830041188, ""positive_context"": 0.5318557491332295, ""positive_shift"": 0.5391653604467442}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
10,False,0.6715738548723102,0.6687762814374706,0.4280373282177126,0.4809968105565088,1.0,0.7555555555555555,0.203219032778731,0.2,0.5,1348,153,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 153}","{""hard_negative"": 0.45833333596610726, ""near_miss_negative"": 0.09523811511041828, ""normal_negative"": 0.200000012652987, ""positive_boundary"": 0.47802293859422207, ""positive_center"": 0.4937130785905398, ""positive_context"": 0.4775565503021845, ""positive_shift"": 0.47933267862894213}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
11,False,0.6670188702178638,0.6635113322912757,0.5058573281163411,0.5171623248419484,1.0,0.5333333333333333,0.3504956581752817,0.2,0.5,1348,153,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 153}","{""hard_negative"": 0.5416666795237844, ""near_miss_negative"": 0.428571432859157, ""normal_negative"": 0.44444444785484605, ""positive_boundary"": 0.5142710635868403, ""positive_center"": 0.5341974776238203, ""positive_context"": 0.5048362598396264, ""positive_shift"": 0.5176990422072815}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
12,False,0.6634699399817945,0.651009235512558,0.6276972344752882,0.6420970743064028,0.9871794871794872,0.4222222222222222,0.5309859631952918,0.2,0.5,1348,153,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 153}","{""hard_negative"": 0.7500000133136989, ""near_miss_negative"": 0.5714285883717748, ""normal_negative"": 0.48888889778071354, ""positive_boundary"": 0.6348212508535741, ""positive_center"": 0.6680474751270734, ""positive_context"": 0.6298855205629688, ""positive_shift"": 0.6425034742206134}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
13,False,0.6596106380736142,0.6560303453189223,0.548524704122638,0.5785478466101692,0.9967948717948718,0.5555555555555556,0.4007700688323914,0.2,0.5,1339,144,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 144}","{""hard_negative"": 0.5833333429162476, ""near_miss_negative"": 0.238095305646464, ""normal_negative"": 0.46666669480804307, ""positive_boundary"": 0.5742880839567918, ""positive_center"": 0.5952921526936384, ""positive_context"": 0.5682183568816922, ""positive_shift"": 0.5796002010860504}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
