2026/05/16 01:39:30.619, 0, NVIDIA A100-SXM4-80GB, 0, 81920, 0
2026/05/16 01:39:30.620, 1, NVIDIA A100-SXM4-80GB, 0, 81920, 0
2026/05/16 01:39:30.621, 2, NVIDIA A100-SXM4-80GB, 0, 81920, 0
2026/05/16 01:39:30.623, 3, NVIDIA A100-SXM4-80GB, 0, 81920, 0
2026/05/16 01:40:00.625, 0, NVIDIA A100-SXM4-80GB, 53419, 81920, 100
2026/05/16 01:40:00.625, 1, NVIDIA A100-SXM4-80GB, 53491, 81920, 100
2026/05/16 01:40:00.625, 2, NVIDIA A100-SXM4-80GB, 53493, 81920, 99
2026/05/16 01:40:00.625, 3, NVIDIA A100-SXM4-80GB, 53419, 81920, 100
2026/05/16 01:40:30.625, 0, NVIDIA A100-SXM4-80GB, 53425, 81920, 0
2026/05/16 01:40:30.625, 1, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:40:30.625, 2, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:40:30.625, 3, NVIDIA A100-SXM4-80GB, 53423, 81920, 0
2026/05/16 01:41:00.626, 0, NVIDIA A100-SXM4-80GB, 53425, 81920, 0
2026/05/16 01:41:00.626, 1, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:41:00.626, 2, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:41:00.626, 3, NVIDIA A100-SXM4-80GB, 53423, 81920, 0
2026/05/16 01:41:30.627, 0, NVIDIA A100-SXM4-80GB, 53425, 81920, 77
2026/05/16 01:41:30.627, 1, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:41:30.627, 2, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:41:30.627, 3, NVIDIA A100-SXM4-80GB, 53423, 81920, 0
2026/05/16 01:42:00.628, 0, NVIDIA A100-SXM4-80GB, 53425, 81920, 0
2026/05/16 01:42:00.628, 1, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:42:00.628, 2, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:42:00.628, 3, NVIDIA A100-SXM4-80GB, 53423, 81920, 0
2026/05/16 01:42:30.629, 0, NVIDIA A100-SXM4-80GB, 53465, 81920, 0
2026/05/16 01:42:30.629, 1, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:42:30.629, 2, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:42:30.629, 3, NVIDIA A100-SXM4-80GB, 53423, 81920, 0
2026/05/16 01:43:00.629, 0, NVIDIA A100-SXM4-80GB, 53465, 81920, 0
2026/05/16 01:43:00.630, 1, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:43:00.630, 2, NVIDIA A100-SXM4-80GB, 53495, 81920, 0
2026/05/16 01:43:00.630, 3, NVIDIA A100-SXM4-80GB, 53423, 81920, 0
2026/05/16 01:43:30.630, 0, NVIDIA A100-SXM4-80GB, 53465, 81920, 99
2026/05/16 01:43:30.631, 1, NVIDIA A100-SXM4-80GB, 53495, 81920, 100
2026/05/16 01:43:30.631, 2, NVIDIA A100-SXM4-80GB, 53495, 81920, 100
2026/05/16 01:43:30.631, 3, NVIDIA A100-SXM4-80GB, 53423, 81920, 100
2026/05/16 01:44:00.631, 0, NVIDIA A100-SXM4-80GB, 53465, 81920, 0
