2026/05/15 21:16:00.725, 0, NVIDIA A100-SXM4-80GB, 0, 81920, 0
2026/05/15 21:16:00.726, 1, NVIDIA A100-SXM4-80GB, 0, 81920, 0
2026/05/15 21:16:00.727, 2, NVIDIA A100-SXM4-80GB, 0, 81920, 0
2026/05/15 21:16:00.728, 3, NVIDIA A100-SXM4-80GB, 0, 81920, 0
2026/05/15 21:16:30.730, 0, NVIDIA A100-SXM4-80GB, 50405, 81920, 100
2026/05/15 21:16:30.730, 1, NVIDIA A100-SXM4-80GB, 50477, 81920, 70
2026/05/15 21:16:30.730, 2, NVIDIA A100-SXM4-80GB, 50477, 81920, 100
2026/05/15 21:16:30.730, 3, NVIDIA A100-SXM4-80GB, 50419, 81920, 53
2026/05/15 21:17:00.730, 0, NVIDIA A100-SXM4-80GB, 50407, 81920, 0
2026/05/15 21:17:00.730, 1, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
2026/05/15 21:17:00.730, 2, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
2026/05/15 21:17:00.730, 3, NVIDIA A100-SXM4-80GB, 50419, 81920, 0
2026/05/15 21:17:30.731, 0, NVIDIA A100-SXM4-80GB, 50407, 81920, 100
2026/05/15 21:17:30.731, 1, NVIDIA A100-SXM4-80GB, 50477, 81920, 100
2026/05/15 21:17:30.731, 2, NVIDIA A100-SXM4-80GB, 50477, 81920, 100
2026/05/15 21:17:30.731, 3, NVIDIA A100-SXM4-80GB, 50419, 81920, 100
2026/05/15 21:18:00.732, 0, NVIDIA A100-SXM4-80GB, 50407, 81920, 0
2026/05/15 21:18:00.732, 1, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
2026/05/15 21:18:00.732, 2, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
2026/05/15 21:18:00.732, 3, NVIDIA A100-SXM4-80GB, 50419, 81920, 0
2026/05/15 21:18:30.733, 0, NVIDIA A100-SXM4-80GB, 50421, 81920, 76
2026/05/15 21:18:30.733, 1, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
2026/05/15 21:18:30.733, 2, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
2026/05/15 21:18:30.733, 3, NVIDIA A100-SXM4-80GB, 50419, 81920, 0
2026/05/15 21:19:00.735, 0, NVIDIA A100-SXM4-80GB, 50433, 81920, 0
2026/05/15 21:19:00.735, 1, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
2026/05/15 21:19:00.735, 2, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
2026/05/15 21:19:00.735, 3, NVIDIA A100-SXM4-80GB, 50419, 81920, 0
2026/05/15 21:19:30.736, 0, NVIDIA A100-SXM4-80GB, 50433, 81920, 100
2026/05/15 21:19:30.736, 1, NVIDIA A100-SXM4-80GB, 50477, 81920, 100
2026/05/15 21:19:30.736, 2, NVIDIA A100-SXM4-80GB, 50477, 81920, 100
2026/05/15 21:19:30.736, 3, NVIDIA A100-SXM4-80GB, 50419, 81920, 99
2026/05/15 21:20:00.737, 0, NVIDIA A100-SXM4-80GB, 50433, 81920, 0
2026/05/15 21:20:00.737, 1, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
2026/05/15 21:20:00.737, 2, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
2026/05/15 21:20:00.737, 3, NVIDIA A100-SXM4-80GB, 50419, 81920, 0
2026/05/15 21:20:30.737, 0, NVIDIA A100-SXM4-80GB, 50433, 81920, 0
2026/05/15 21:20:30.737, 1, NVIDIA A100-SXM4-80GB, 50477, 81920, 100
2026/05/15 21:20:30.737, 2, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
2026/05/15 21:20:30.737, 3, NVIDIA A100-SXM4-80GB, 50419, 81920, 100
2026/05/15 21:21:00.738, 0, NVIDIA A100-SXM4-80GB, 50433, 81920, 0
2026/05/15 21:21:00.738, 1, NVIDIA A100-SXM4-80GB, 50477, 81920, 0
