epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,requested_hard_normal_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,hard_normal_max_repeats_per_epoch,train_device_counts_json,lr_encoder,lr_decoder
1,0.820072419643402,0.6740975380782378,0.5324831133969083,0.9814814814814815,0.3125,16,5,839.0,52.4375,0.0,253.5,52.4375,0.0,253.5,711.0,0.5,0,0.2490975380782378,157,0,157,0,43,0,0,2,"{""camera"": 116, ""phone"": 84}",2e-05,0.0001
2,0.8057167673110962,0.5938722967732533,0.44129912840546304,1.0,0.5625,16,9,4714.0,294.625,8.0,931.0,198.3125,8.0,633.0,807.0,0.5,0,-0.3311277032267468,157,0,157,0,43,0,0,2,"{""camera"": 116, ""phone"": 84}",2e-05,0.0001
3,0.8053421340882778,0.478601177157572,0.3293367454075336,1.0,0.6875,16,11,9810.0,613.125,680.5,1371.5,444.9375,464.5,1099.0,1120.0,0.5,0,-0.696398822842428,157,63,101,56,43,56,28,2,"{""camera"": 132, ""phone"": 124}",2e-05,0.0001
4,0.8007706291973591,0.3925090850737566,0.2624346952271378,1.0,0.875,16,14,21098.0,1318.625,1332.0,2969.25,734.5,685.5,1487.0,1487.0,0.5,0,-1.1574909149262433,157,63,101,56,43,56,28,2,"{""camera"": 132, ""phone"": 124}",2e-05,0.0001
5,0.7992976885784715,0.42498975896135116,0.2843046552025195,1.0,0.75,16,12,11269.0,704.3125,750.0,1459.5,542.25,637.5,1122.25,1129.0,0.5,0,-0.8750102410386489,157,63,94,63,43,63,42,2,"{""camera"": 152, ""phone"": 111}",2e-05,0.0001
6,0.7970714272201741,0.524765031304562,0.37218252906451144,1.0,0.6875,16,11,2666.0,166.625,66.0,555.5,152.375,66.0,527.75,779.0,0.5,0,-0.6502349686954381,157,63,94,63,43,63,42,2,"{""camera"": 149, ""phone"": 114}",2e-05,0.0001
7,0.7936972594261169,0.595259226557439,0.4442782754831022,1.0,0.4375,16,7,1454.0,90.875,0.0,438.0,86.8125,0.0,435.5,689.0,0.5,0,-0.07974077344256103,157,63,107,50,43,50,25,2,"{""camera"": 140, ""phone"": 110}",1e-05,5e-05
8,0.7931520099639893,0.5609598840753598,0.41024861756187114,1.0,0.6875,16,11,3679.0,229.9375,71.5,688.5,179.75,71.5,615.75,837.0,0.5,0,-0.6140401159246403,157,63,107,50,43,50,25,2,"{""camera"": 140, ""phone"": 110}",1e-05,5e-05
9,0.7913582978710052,0.5629082936004002,0.4129605913424055,1.0,0.625,16,10,4636.0,289.75,35.5,970.5,244.6875,34.5,843.5,1058.0,0.5,0,-0.48709170639959987,157,63,109,48,43,48,24,2,"{""camera"": 138, ""phone"": 110}",1e-05,5e-05
10,0.790335770576231,0.6017761034349831,0.4504813807605704,1.0,0.5,16,8,2610.0,163.125,3.5,578.75,132.0,3.5,481.75,961.0,0.5,0,-0.19822389656501693,157,63,109,48,43,48,24,2,"{""camera"": 138, ""phone"": 110}",1e-05,5e-05
11,0.7887951095565027,0.5812989660906746,0.4275507025318936,1.0,0.4375,16,7,1709.0,106.8125,0.0,470.0,93.25,0.0,444.0,921.0,0.5,0,-0.09370103390932549,157,63,119,38,43,38,19,2,"{""camera"": 138, ""phone"": 100}",1e-05,5e-05
12,0.7885077034725863,0.5947789307291642,0.44089472486145664,1.0,0.3125,16,5,1179.0,73.6875,0.0,350.5,71.0,0.0,350.0,863.0,0.5,0,0.16977893072916422,157,63,119,38,43,38,19,2,"{""camera"": 138, ""phone"": 100}",5e-06,2.5e-05
13,0.7863595612281191,0.5938045652859013,0.4396297973213709,1.0,0.3125,16,5,1098.0,68.625,0.0,323.75,68.625,0.0,323.75,893.0,0.5,0,0.16880456528590132,157,63,131,26,43,26,13,2,"{""camera"": 128, ""phone"": 98}",5e-06,2.5e-05
14,0.7860316628903414,0.60493716087371,0.4506790779133021,1.0,0.25,16,4,1017.0,63.5625,0.0,272.0,63.5,0.0,272.0,860.0,0.5,0,0.30493716087371,157,63,131,26,43,26,13,2,"{""camera"": 128, ""phone"": 98}",5e-06,2.5e-05
