epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,requested_hard_normal_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,hard_normal_max_repeats_per_epoch,train_device_counts_json,lr_encoder,lr_decoder
1,0.635049305339851,0.6453240991103391,0.4953830805068228,1.0,0.4666666666666667,15,7,1527.0,101.8,0.0,484.8999999999999,87.6,0.0,359.09999999999985,469.0,0.5,0,-0.08800923422299434,158,0,158,0,44,0,0,2,"{""camera"": 116, ""phone"": 86}",2e-05,0.0001
2,0.6328577818256793,0.7084601611029273,0.5685192360898766,1.0,0.4,15,6,1883.0,125.53333333333333,0.0,623.6999999999987,118.46666666666667,0.0,552.6999999999987,1448.0,0.5,0,0.10846016110292722,158,0,158,0,44,0,0,2,"{""camera"": 116, ""phone"": 86}",2e-05,0.0001
3,0.6342338951010453,0.6726368288239851,0.5247228745880694,1.0,0.26666666666666666,15,4,1776.0,118.4,0.0,839.0,115.86666666666666,0.0,812.4,860.0,0.5,0,0.3393034954906518,158,63,132,26,44,26,13,2,"{""camera"": 128, ""phone"": 100}",2e-05,0.0001
4,0.632553401746248,0.7379420035953107,0.6025332374182955,1.0,0.06666666666666667,15,1,10.0,0.6666666666666666,0.0,2.9999999999999893,0.6666666666666666,0.0,2.9999999999999893,10.0,0.5,0,0.7379420035953107,158,63,132,26,44,26,13,2,"{""camera"": 128, ""phone"": 100}",2e-05,0.0001
5,0.6309782604001603,0.6737263743254311,0.5253136069970915,1.0,0.5333333333333333,15,8,2364.0,157.6,1.0,717.6999999999996,148.4,1.0,695.7999999999997,917.0,0.5,0,-0.19294029234123555,158,63,148,10,44,10,5,2,"{""camera"": 122, ""phone"": 90}",2e-05,0.0001
6,0.6294374578403976,0.7220701247540953,0.5838265427833355,1.0,0.4,15,6,5427.0,361.8,0.0,1957.4999999999986,351.73333333333335,0.0,1923.2999999999988,2771.0,0.5,0,0.12207012475409518,158,63,148,10,44,10,5,2,"{""camera"": 122, ""phone"": 90}",2e-05,0.0001
7,0.6310190362930298,0.7463577772099034,0.6126287565704721,1.0,0.3333333333333333,15,5,1202.0,80.13333333333334,0.0,368.19999999999976,80.13333333333334,0.0,368.19999999999976,532.0,0.5,0,0.27969111054323675,158,63,110,48,44,48,24,2,"{""camera"": 140, ""phone"": 110}",2e-05,0.0001
8,0.6299360280036926,0.737160030819767,0.5991531898225065,1.0,0.4,15,6,1693.0,112.86666666666666,0.0,540.8,110.93333333333334,0.0,540.8,566.0,0.5,0,0.1371600308197669,158,63,110,48,44,48,24,2,"{""camera"": 140, ""phone"": 110}",2e-05,0.0001
9,0.6274389670445368,0.7167738771801343,0.5759443742381667,1.0,0.4,15,6,2845.0,189.66666666666666,0.0,870.5,187.86666666666667,0.0,870.5,895.0,0.5,0,0.11677387718013421,158,63,126,32,44,32,16,2,"{""camera"": 128, ""phone"": 106}",2e-05,0.0001
10,0.6268779742412078,0.7391540136514618,0.604237883699515,1.0,0.3333333333333333,15,5,1322.0,88.13333333333334,0.0,516.1999999999998,88.13333333333334,0.0,516.1999999999998,659.0,0.5,0,0.2724873469847952,158,63,126,32,44,32,16,2,"{""camera"": 128, ""phone"": 106}",1e-05,5e-05
11,0.6258720543073572,0.7494007131843465,0.6172907089636966,1.0,0.2,15,3,940.0,62.666666666666664,0.0,437.29999999999995,62.666666666666664,0.0,437.29999999999995,452.0,0.5,0,0.5494007131843466,158,63,130,28,44,28,14,2,"{""camera"": 122, ""phone"": 108}",1e-05,5e-05
12,0.6257355150969132,0.7330512020512681,0.5968148057249612,1.0,0.2,15,3,1346.0,89.73333333333333,0.0,632.8,89.73333333333333,0.0,632.8,637.0,0.5,0,0.5330512020512681,158,63,130,28,44,28,14,2,"{""camera"": 122, ""phone"": 108}",1e-05,5e-05
13,0.6241651274062492,0.7352681237278155,0.5995595062861446,1.0,0.2,15,3,930.0,62.0,0.0,434.59999999999997,62.0,0.0,434.59999999999997,450.0,0.5,0,0.5352681237278154,158,63,138,20,44,20,10,2,"{""camera"": 120, ""phone"": 102}",1e-05,5e-05
14,0.6235229066900305,0.7453343116737676,0.6127357480847321,1.0,0.13333333333333333,15,2,431.0,28.733333333333334,0.0,173.29999999999978,28.733333333333334,0.0,173.29999999999978,321.0,0.5,0,0.678667645007101,158,63,138,20,44,20,10,2,"{""camera"": 120, ""phone"": 102}",1e-05,5e-05
15,0.6225166276236561,0.7409498471740453,0.6070996151595891,1.0,0.13333333333333333,15,2,451.0,30.066666666666666,0.0,180.09999999999974,30.066666666666666,0.0,180.09999999999974,339.0,0.5,0,0.6742831805073787,158,63,146,12,44,12,6,2,"{""camera"": 120, ""phone"": 94}",5e-06,2.5e-05
