epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,train_device_counts_json,lr_encoder,lr_decoder
1,0.6689361403970158,0.32741560544784193,0.21953450260736426,1.0,0.8571428571428571,14,12,49808.0,3557.714285714286,2836.0,9560.599999999999,2739.9285714285716,2658.5,5959.45,6237.0,0.9,32,-1.1868701088378724,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
2,0.665809733026168,0.6022225319637013,0.45760518055146654,1.0,0.35714285714285715,14,5,2642.0,188.71428571428572,0.0,768.6499999999996,135.5,0.0,585.7499999999998,1070.0,0.9,48,0.08793681767798711,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
3,0.6691259715094495,0.627001176715772,0.4919262199164694,1.0,0.35714285714285715,14,5,1475.0,105.35714285714286,0.0,435.19999999999993,105.35714285714286,0.0,435.19999999999993,508.0,0.9,24,0.11271546243005781,159,95,64,45,64,21,"{""camera"": 162, ""phone"": 106}",2e-05,0.0001
4,0.6657191870817497,0.4229896478867994,0.28917808948663287,1.0,0.7857142857142857,14,11,13085.0,934.6428571428571,1003.5,2192.2999999999993,663.4285714285714,707.0,1311.85,1488.0,0.9,48,-0.9484389235417721,159,95,64,45,64,21,"{""camera"": 158, ""phone"": 110}",2e-05,0.0001
5,0.6611471460826361,0.6311190869947869,0.4894842108701505,1.0,0.6428571428571429,14,9,3768.0,269.14285714285717,231.0,692.5,265.2857142857143,217.5,692.5,699.0,0.9,48,-0.45459519871949894,159,95,64,45,64,39,"{""camera"": 154, ""phone"": 114}",2e-05,0.0001
6,0.6583851326757403,0.6586401753524803,0.5234101191498334,1.0,0.5,14,7,1453.0,103.78571428571429,30.5,258.65,103.78571428571429,30.5,258.65,271.0,0.9,48,-0.14135982464751973,159,95,64,45,64,39,"{""camera"": 154, ""phone"": 114}",2e-05,0.0001
7,0.6568952122730995,0.6610817721337625,0.5335162133606945,0.9807692307692307,0.21428571428571427,14,3,478.0,34.142857142857146,0.0,202.7,34.142857142857146,0.0,202.7,230.0,0.9,48,0.432510343562334,159,95,64,45,64,14,"{""camera"": 149, ""phone"": 119}",2e-05,0.0001
8,0.6561479114774448,0.5738889741894443,0.4319656283220428,1.0,0.7857142857142857,14,11,6545.0,467.5,376.0,1123.9,419.35714285714283,332.0,1123.9,1133.0,0.9,48,-0.7975395972391272,159,95,64,45,64,14,"{""camera"": 150, ""phone"": 118}",2e-05,0.0001
9,0.6551217863808817,0.5018930088455976,0.36869485303792704,1.0,0.8571428571428571,14,12,11881.0,848.6428571428571,967.5,1712.1,718.4285714285714,648.0,1567.75,1610.0,0.9,48,-1.0123927054401167,159,95,64,45,64,25,"{""camera"": 152, ""phone"": 116}",2e-05,0.0001
10,0.6508122691467627,0.6444176701186435,0.520362395706644,0.9423076923076923,0.07142857142857142,14,1,94.0,6.714285714285714,0.0,32.89999999999996,6.714285714285714,0.0,32.89999999999996,94.0,0.86,48,0.6444176701186435,159,95,64,45,64,25,"{""camera"": 153, ""phone"": 115}",2e-05,0.0001
11,0.6478783675094149,0.6755383344191552,0.5412532686326228,0.9807692307692307,0.14285714285714285,14,2,563.0,40.214285714285715,0.0,267.84999999999997,26.357142857142858,0.0,169.04999999999995,236.0,0.9,48,0.5898240487048696,159,95,64,45,64,3,"{""camera"": 159, ""phone"": 109}",2e-05,0.0001
12,0.647196024211485,0.6604347081948163,0.5423516755313597,0.9423076923076923,0.07142857142857142,14,1,162.0,11.571428571428571,0.0,56.699999999999946,11.571428571428571,0.0,56.699999999999946,162.0,0.76,48,0.6604347081948163,159,95,64,45,64,3,"{""camera"": 162, ""phone"": 106}",2e-05,0.0001
13,0.6442684273221599,0.6729182644101234,0.553154296722048,0.9615384615384616,0.07142857142857142,14,1,166.0,11.857142857142858,0.0,58.09999999999994,11.857142857142858,0.0,58.09999999999994,166.0,0.76,48,0.6729182644101234,159,95,64,45,64,4,"{""camera"": 166, ""phone"": 102}",2e-05,0.0001
14,0.6419117593053562,0.6720500541447503,0.5321718387812218,1.0,0.21428571428571427,14,3,1415.0,101.07142857142857,0.0,596.3999999999999,68.71428571428571,0.0,437.84999999999997,458.0,0.9,16,0.44347862557332174,159,95,64,45,64,4,"{""camera"": 166, ""phone"": 102}",2e-05,0.0001
15,0.639880581578212,0.6740702572973999,0.5513269499408365,0.9615384615384616,0.14285714285714285,14,2,600.0,42.857142857142854,0.0,284.69999999999993,38.642857142857146,0.0,246.34999999999994,351.0,0.9,32,0.5883559715831141,159,95,64,45,64,7,"{""camera"": 172, ""phone"": 96}",2e-05,0.0001
16,0.6380209139923552,0.6453388972827668,0.5014798692717479,1.0,0.21428571428571427,14,3,1818.0,129.85714285714286,0.0,792.1999999999998,92.71428571428571,0.0,572.6999999999999,639.0,0.9,48,0.4167674687113383,159,95,64,45,64,7,"{""camera"": 174, ""phone"": 94}",2e-05,0.0001
17,0.6367138197172934,0.5013705568447737,0.3652367960249166,1.0,0.9285714285714286,14,13,9579.0,684.2142857142857,303.5,2627.0499999999984,466.42857142857144,290.0,1631.2999999999993,2683.0,0.9,48,-1.1557723002980835,159,95,64,45,64,9,"{""camera"": 168, ""phone"": 100}",2e-05,0.0001
18,0.6349806483112165,0.6814490014150169,0.5487379793738918,0.9807692307692307,0.21428571428571427,14,3,1290.0,92.14285714285714,0.0,488.4999999999997,71.85714285714286,0.0,389.0999999999998,770.0,0.9,48,0.4528775728435883,159,95,64,45,64,9,"{""camera"": 170, ""phone"": 98}",1e-05,5e-05
