epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_fp_pixel_mean,normal_largest_fp_area_mean,threshold,min_area,stage2_score,random_normal_count,hard_normal_count,hard_pool_size,train_device_counts_json,lr_encoder,lr_decoder
1,0.66703962578493,0.692516420925387,0.5669344444651874,0.9230769230769231,0.07142857142857142,12.642857142857142,12.642857142857142,0.72,32,0.692516420925387,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
2,0.6639574310358833,0.7058496549374778,0.5832859780583604,0.9423076923076923,0.0,0.0,0.0,0.7,24,0.7058496549374778,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
3,0.6618826739928302,0.7192120581084652,0.5994018161656341,0.9230769230769231,0.0,0.0,0.0,0.86,32,0.7192120581084652,45,0,1,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
4,0.6591588504174176,0.7425803924339925,0.6146416520530555,0.9615384615384616,0.07142857142857142,4.142857142857143,4.142857142857143,0.84,32,0.7425803924339925,45,0,1,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
5,0.6572919523014742,0.738278149020571,0.6096144100295511,0.9807692307692307,0.0,0.0,0.0,0.74,0,0.738278149020571,45,0,2,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
6,0.6555022071389591,0.7347746980452123,0.6038333298058238,0.9807692307692307,0.0,0.0,0.0,0.74,8,0.7347746980452123,45,0,2,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
7,0.652913486256319,0.7521670968773682,0.6223027921104239,0.9807692307692307,0.07142857142857142,2.357142857142857,2.357142857142857,0.8,16,0.7521670968773682,45,0,9,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
8,0.6508785906959983,0.7509936054801892,0.6273738133697174,0.9615384615384616,0.0,0.0,0.0,0.88,8,0.7509936054801892,45,0,9,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
9,0.6490161453976351,0.7610119221612315,0.6378936291104212,0.9615384615384616,0.0,0.0,0.0,0.82,32,0.7610119221612315,45,0,1,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
10,0.6468283989850212,0.7587999011145505,0.6343525192045264,0.9615384615384616,0.0,0.0,0.0,0.82,32,0.7587999011145505,45,0,1,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
11,0.6453940447639016,0.7664164122662014,0.6442685749428441,0.9615384615384616,0.0,0.0,0.0,0.78,48,0.7664164122662014,45,0,1,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
12,0.6443979389527265,0.778092318092197,0.6541145092849507,1.0,0.0,0.0,0.0,0.82,0,0.778092318092197,45,0,1,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
13,0.6445650037597207,0.7454614498809907,0.6207620758527462,0.9807692307692307,0.14285714285714285,43.857142857142854,43.857142857142854,0.88,8,0.659747164166705,45,0,2,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
14,0.6420872386764077,0.7584290441360084,0.6364048058282973,0.9615384615384616,0.07142857142857142,5.714285714285714,5.714285714285714,0.84,48,0.7584290441360084,45,0,2,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
15,0.6400825205971213,0.7479550562663745,0.6140336357900973,1.0,0.07142857142857142,6.428571428571429,6.428571428571429,0.9,16,0.7479550562663745,45,0,2,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
16,0.6379917789908016,0.7713905916848819,0.6417380669293749,1.0,0.07142857142857142,31.857142857142858,31.857142857142858,0.82,16,0.7713905916848819,45,0,2,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
17,0.6366512459867141,0.7609513730009417,0.6305525638403816,1.0,0.0,0.0,0.0,0.74,8,0.7609513730009417,45,0,5,"{""camera"": 118, ""phone"": 86}",1e-05,5e-05
18,0.6349466057384715,0.7630760383370373,0.6361807128312363,0.9807692307692307,0.0,0.0,0.0,0.76,24,0.7630760383370373,45,0,5,"{""camera"": 118, ""phone"": 86}",1e-05,5e-05
19,0.6342564505689284,0.7717595050880455,0.6442164227872522,1.0,0.07142857142857142,3.7142857142857144,3.7142857142857144,0.8,8,0.7717595050880455,45,0,2,"{""camera"": 118, ""phone"": 86}",1e-05,5e-05
20,0.6330672186963698,0.7677829712123576,0.6408412898269079,1.0,0.07142857142857142,5.071428571428571,5.071428571428571,0.78,8,0.7677829712123576,45,0,2,"{""camera"": 118, ""phone"": 86}",1e-05,5e-05
21,0.632822194520165,0.7678669381124966,0.6462891218582143,0.9807692307692307,0.0,0.0,0.0,0.8,0,0.7678669381124966,45,0,2,"{""camera"": 118, ""phone"": 86}",5e-06,2.5e-05
22,0.6321964895024019,0.7727490502228704,0.6503176394418889,0.9807692307692307,0.0,0.0,0.0,0.88,16,0.7727490502228704,45,0,2,"{""camera"": 118, ""phone"": 86}",5e-06,2.5e-05
23,0.6315399478463566,0.7727291073448352,0.6503087581637376,0.9807692307692307,0.07142857142857142,1.2142857142857142,1.2142857142857142,0.76,8,0.7727291073448352,45,0,0,"{""camera"": 118, ""phone"": 86}",5e-06,2.5e-05
24,0.6310004662064945,0.769663570782736,0.6464333161740458,0.9807692307692307,0.07142857142857142,3.7857142857142856,3.7857142857142856,0.76,16,0.769663570782736,45,0,0,"{""camera"": 118, ""phone"": 86}",5e-06,2.5e-05
