epoch,encoder_frozen,train_loss,val_loss,patch_dice_all,patch_dice_pos_only,positive_patch_recall,negative_patch_fpr,stage1_score,stage1_target_negative_fpr,stage1_negative_fpr_penalty,train_patch_count,replay_patch_count,train_family_counts_json,patch_dice_by_type_json,count_by_type_json,lr_encoder,lr_decoder
1,True,0.8270296441726164,0.8629534971012789,0.3653771775293402,0.4528956603702994,0.9845201238390093,0.9117647058823529,0.09701330742912295,0.2,0.5,1173,0,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937}","{""hard_negative"": 0.03846154757903998, ""near_miss_negative"": 5.595408207881292e-09, ""normal_negative"": 0.15686277987103084, ""positive_boundary"": 0.4569342871475481, ""positive_center"": 0.45275092255976546, ""positive_context"": 0.4496907698725461, ""positive_shift"": 0.4505305075822822}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
2,True,0.7450684847632536,0.8062561653642093,0.16208187515753392,0.2039776976302825,1.0,0.9705882352941176,-0.18131642001677628,0.2,0.5,1173,0,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937}","{""hard_negative"": 0.07692309464469414, ""near_miss_negative"": 2.7263764554308344e-09, ""normal_negative"": 0.019607844675475303, ""positive_boundary"": 0.2017552681715676, ""positive_center"": 0.1909916155602572, ""positive_context"": 0.20940585179185425, ""positive_shift"": 0.20985884954257583}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
3,True,0.7213889435632352,0.7622785263903,0.19721343476205472,0.2532994085749836,1.0,0.9803921568627451,-0.13689666985638888,0.2,0.5,1173,0,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937}","{""hard_negative"": 4.584272330066402e-09, ""near_miss_negative"": 1.2771706628389445e-09, ""normal_negative"": 0.03921569907908193, ""positive_boundary"": 0.25100638526836755, ""positive_center"": 0.2242979765430374, ""positive_context"": 0.27411918004077895, ""positive_shift"": 0.25941473038660157}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
4,False,0.7155330080669554,0.7187584595119252,0.5135954096110239,0.5333685623843042,0.9876160990712074,0.5490196078431373,0.3588587584627355,0.2,0.5,1341,168,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 168}","{""hard_negative"": 0.5769230908837233, ""near_miss_negative"": 0.48000010392573605, ""normal_negative"": 0.3725490288908775, ""positive_boundary"": 0.5215559771235306, ""positive_center"": 0.5394054843686397, ""positive_context"": 0.5340668639792734, ""positive_shift"": 0.5418694332812063}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
5,False,0.7035249807690614,0.7072173129811007,0.37861147327034333,0.4393494557161901,0.9969040247678018,0.8137254901960784,0.13248671061815087,0.2,0.5,1341,168,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 168}","{""hard_negative"": 0.3076923594309219, ""near_miss_negative"": 0.12000001688153528, ""normal_negative"": 0.1568627485553758, ""positive_boundary"": 0.4360565740649623, ""positive_center"": 0.4261959359612105, ""positive_context"": 0.44437321468635843, ""positive_shift"": 0.4465854259102405}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
6,False,0.6941539462069626,0.6956608897096971,0.5218138711245864,0.5782380576622551,0.9969040247678018,0.6568627450980392,0.34980668511323554,0.2,0.5,1341,168,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 168}","{""hard_negative"": 0.38461539800008077, ""near_miss_negative"": 0.24000004920859333, ""normal_negative"": 0.3725490397024289, ""positive_boundary"": 0.571510453880937, ""positive_center"": 0.5909681531055918, ""positive_context"": 0.572311624608658, ""positive_shift"": 0.5816817015028083}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
7,False,0.6888688989432461,0.6921348323541529,0.6208406404360288,0.6651927875863889,0.9845201238390093,0.5196078431372549,0.5053888660177615,0.2,0.5,1328,155,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 155}","{""hard_negative"": 0.5769230956116812, ""near_miss_negative"": 0.4400000223084449, ""normal_negative"": 0.45098040688811264, ""positive_boundary"": 0.666821763423634, ""positive_center"": 0.6726345275827739, ""positive_context"": 0.635740915655867, ""positive_shift"": 0.6746377827161791}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
8,False,0.6823919738631651,0.6821668905370376,0.5601732656894698,0.616327049312096,0.9969040247678018,0.6176470588235294,0.4075035199003313,0.2,0.5,1328,155,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 155}","{""hard_negative"": 0.4615384665205993, ""near_miss_negative"": 0.3200000084759084, ""normal_negative"": 0.37254903232910463, ""positive_boundary"": 0.6151401355724644, ""positive_center"": 0.6222583572819548, ""positive_context"": 0.6164271999840383, ""positive_shift"": 0.6145531532490667}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
9,False,0.6780714514743851,0.6853388474969303,0.6765590740046984,0.6889709150077749,0.9969040247678018,0.3627450980392157,0.607598365988167,0.2,0.5,1328,155,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 155}","{""hard_negative"": 0.6153846241756253, ""near_miss_negative"": 0.5600000049964207, ""normal_negative"": 0.6862745206080157, ""positive_boundary"": 0.6852918343135604, ""positive_center"": 0.7018563078259522, ""positive_context"": 0.6951184606662503, ""positive_shift"": 0.6832528356564238}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
10,False,0.6755059335860738,0.6634227078101215,0.5424759731612906,0.59923308970452,0.9969040247678018,0.6372549019607843,0.3806056387241279,0.2,0.5,1304,131,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 131}","{""hard_negative"": 0.4615384683625882, ""near_miss_negative"": 0.44000000293659547, ""normal_negative"": 0.27450981114012485, ""positive_boundary"": 0.6093152097805783, ""positive_center"": 0.5942267505627759, ""positive_context"": 0.5869156050461309, ""positive_shift"": 0.5977665265364751}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
11,False,0.6689252169585667,0.6554487677181469,0.6328262983305974,0.656195587133149,0.9938080495356038,0.4411764705882353,0.5356073518390313,0.2,0.5,1304,131,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 131}","{""hard_negative"": 0.6153846624329421, ""near_miss_negative"": 0.640000003866094, ""normal_negative"": 0.49019609463897856, ""positive_boundary"": 0.6585495171171648, ""positive_center"": 0.6553710665342942, ""positive_context"": 0.6424236982650625, ""positive_shift"": 0.6611322274326147}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
12,False,0.6657370018081431,0.6428157436146456,0.5957551542327895,0.6476654479393805,0.9907120743034056,0.5686274509803921,0.46335172244918443,0.2,0.5,1304,131,"{""defect_negative"": 118, ""normal_negative"": 118, ""positive"": 937, ""replay"": 131}","{""hard_negative"": 0.30769231641296246, ""near_miss_negative"": 0.3200000026247395, ""normal_negative"": 0.5490196190619646, ""positive_boundary"": 0.649546150653866, ""positive_center"": 0.6426943099161364, ""positive_context"": 0.643616534266579, ""positive_shift"": 0.6502487420171471}","{""hard_negative"": 26, ""near_miss_negative"": 25, ""normal_negative"": 51, ""positive_boundary"": 108, ""positive_center"": 53, ""positive_context"": 54, ""positive_shift"": 108}",5e-05,0.0002
