epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,train_device_counts_json,lr_encoder,lr_decoder
1,0.6099513663965113,0.7786049551348582,0.6556064285476063,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,24,0.7786049551348582,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
2,0.6075950264930725,0.7919254732390418,0.6657200403319185,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,24,0.7919254732390418,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
3,0.6062468851313871,0.7818897315971695,0.6599258342630276,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0,0.7818897315971695,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
4,0.6051171737558702,0.7924802842995231,0.6675514408549605,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,24,0.7924802842995231,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
5,0.6043178088524762,0.8030103463350622,0.6802271759597158,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,32,0.8030103463350622,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
6,0.6031739922130809,0.7804466516474271,0.6538199310338011,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,8,0.7804466516474271,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
7,0.6023942442501292,0.7753150123476613,0.6571616466998147,0.9615384615384616,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,48,0.7753150123476613,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
8,0.6011742598870221,0.773331866668702,0.6549642305796417,0.9615384615384616,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,32,0.773331866668702,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
9,0.6064826837226526,0.7917837012223127,0.6725754755467995,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,8,0.7917837012223127,159,95,64,45,64,1,"{""camera"": 118, ""phone"": 150}",2e-05,0.0001
10,0.6050960750722173,0.7977269918754073,0.678180732023423,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,24,0.7977269918754073,159,95,64,45,64,1,"{""camera"": 118, ""phone"": 150}",2e-05,0.0001
