epoch,encoder_frozen,train_loss,val_loss,patch_dice_all,patch_dice_pos_only,positive_patch_recall,negative_patch_fpr,stage1_score,train_patch_count,replay_patch_count,train_family_counts_json,patch_dice_by_type_json,count_by_type_json,lr_encoder,lr_decoder
1,True,0.8321652734628782,0.8702980742525699,0.3003813093801468,0.3838246342972261,1.0,0.9888888888888889,0.3838246342972261,1195,0,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953}","{""hard_negative"": 3.601722052548606e-09, ""near_miss_negative"": 1.4021331866728847e-09, ""normal_negative"": 0.022222230093296297, ""positive_boundary"": 0.3901819525043442, ""positive_center"": 0.4089310575449953, ""positive_context"": 0.3640458478765891, ""positive_shift"": 0.37480349767654175}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
2,True,0.7466732736910736,0.8343009841975881,0.4481116615646823,0.548528477733806,1.0,0.9,0.548528477733806,1195,0,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953}","{""hard_negative"": 0.2916667241261572, ""near_miss_negative"": 0.09523814575851881, ""normal_negative"": 1.013551561691707e-08, ""positive_boundary"": 0.5437411455283111, ""positive_center"": 0.5543485131029691, ""positive_context"": 0.5398223070610898, ""positive_shift"": 0.5547588775910771}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
3,True,0.7233555150830098,0.7586298896305597,0.3819591100640111,0.4312421795105744,0.9839743589743589,0.7888888888888889,0.4312421795105744,1195,0,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953}","{""hard_negative"": 0.5416666821366246, ""near_miss_negative"": 0.04761910395562013, ""normal_negative"": 0.11111112631302843, ""positive_boundary"": 0.443354285592527, ""positive_center"": 0.42541691620012523, ""positive_context"": 0.4317873453353268, ""positive_shift"": 0.4217701221714701}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
4,False,0.7157599732823615,0.7215295487375402,0.5406356768438897,0.6036395499707871,0.967948717948718,0.6777777777777778,0.6036395499707871,1370,175,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 175}","{""hard_negative"": 0.6250000192968072, ""near_miss_negative"": 0.2857142985451997, ""normal_negative"": 0.1777778170619009, ""positive_boundary"": 0.6037453962751944, ""positive_center"": 0.6089845621731325, ""positive_context"": 0.611135143706871, ""positive_shift"": 0.5971134006971652}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
5,False,0.7017582667134974,0.6963156372753542,0.5443526694343781,0.5539415787868535,0.9711538461538461,0.4888888888888889,0.5539415787868535,1370,175,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 175}","{""hard_negative"": 0.7916666683386174, ""near_miss_negative"": 0.2857142913198101, ""normal_negative"": 0.4666666749617515, ""positive_boundary"": 0.5570113466454878, ""positive_center"": 0.5622790385240451, ""positive_context"": 0.547082278797699, ""positive_shift"": 0.5501327310542005}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
6,False,0.6921942870982372,0.6877306865815499,0.49314667729992806,0.5200159065248567,0.9871794871794872,0.6,0.5200159065248567,1370,175,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 175}","{""hard_negative"": 0.6250000226246505, ""near_miss_negative"": 0.19047621886066557, ""normal_negative"": 0.3777777844388947, ""positive_boundary"": 0.5085980062301105, ""positive_center"": 0.5394577421247959, ""positive_context"": 0.5086042543374584, ""positive_shift"": 0.5274187151133325}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
7,False,0.6860744630920658,0.6789971942925335,0.6286064451666796,0.6240377859265516,0.9743589743589743,0.35555555555555557,0.6240377859265516,1354,159,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 159}","{""hard_negative"": 0.7916666689821815, ""near_miss_negative"": 0.3333333404281326, ""normal_negative"": 0.7111111454079552, ""positive_boundary"": 0.6284206944159353, ""positive_center"": 0.6338421278274976, ""positive_context"": 0.6203694190891696, ""positive_shift"": 0.6165868899053859}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
8,False,0.6793792042633632,0.6719077638725737,0.6852314009360437,0.6649455856176585,0.9711538461538461,0.24444444444444444,0.6649455856176585,1354,159,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 159}","{""hard_negative"": 0.8333333353910316, ""near_miss_negative"": 0.5238095364081268, ""normal_negative"": 0.8222222255472165, ""positive_boundary"": 0.6729265387933481, ""positive_center"": 0.6722248402925638, ""positive_context"": 0.6699100582993756, ""positive_shift"": 0.6508427687636582}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
9,False,0.6743327965588478,0.6670602103370932,0.5187885356872756,0.5530544564044843,0.9871794871794872,0.6,0.5530544564044843,1354,159,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 159}","{""hard_negative"": 0.7500000024582733, ""near_miss_negative"": 0.14285716699020848, ""normal_negative"": 0.33333334182872887, ""positive_boundary"": 0.5471479671466993, ""positive_center"": 0.5756831601835214, ""positive_context"": 0.5440100052384038, ""positive_shift"": 0.5521688193557908}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
10,False,0.6714927019896331,0.6672039874157503,0.4733597444130253,0.5201622303640995,0.9967948717948718,0.6888888888888889,0.5201622303640995,1350,155,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 155}","{""hard_negative"": 0.41666668125797757, ""near_miss_negative"": 0.14285714809735314, ""normal_negative"": 0.33333335378225104, ""positive_boundary"": 0.5159457847852261, ""positive_center"": 0.5281192193237635, ""positive_context"": 0.5156366704748228, ""positive_shift"": 0.5226629614077795}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
11,False,0.6669556647759897,0.6632775946043024,0.5162736685604473,0.5369936360823048,0.9903846153846154,0.5555555555555556,0.5369936360823048,1350,155,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 155}","{""hard_negative"": 0.7500000009563236, ""near_miss_negative"": 0.19047619680129502, ""normal_negative"": 0.4000000032853728, ""positive_boundary"": 0.5339092309340078, ""positive_center"": 0.5480216469329137, ""positive_context"": 0.5356675259760544, ""positive_shift"": 0.5352270908584227}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
12,False,0.6630063348346287,0.6484507707814079,0.6215234386993993,0.6085013516175481,0.9935897435897436,0.3333333333333333,0.6085013516175481,1350,155,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 155}","{""hard_negative"": 0.9166666680177628, ""near_miss_negative"": 0.7619047707220697, ""normal_negative"": 0.4888888985531936, ""positive_boundary"": 0.6101842455118323, ""positive_center"": 0.6141745640108218, ""positive_context"": 0.6072638857648728, ""positive_shift"": 0.604600584452965}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
13,False,0.6600088745333181,0.6532209346543497,0.5701818362222725,0.6064522327355185,0.9935897435897436,0.5555555555555556,0.6064522327355185,1329,134,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 134}","{""hard_negative"": 0.791666681777186, ""near_miss_negative"": 0.28571430223909017, ""normal_negative"": 0.33333335195996394, ""positive_boundary"": 0.6040530628174756, ""positive_center"": 0.6144887762000928, ""positive_context"": 0.5955696275226534, ""positive_shift"": 0.6102744335277067}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
14,False,0.6564707311586476,0.6513545136546615,0.7195460193748524,0.7091586523477534,0.9871794871794872,0.24444444444444444,0.7091586523477534,1329,134,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 134}","{""hard_negative"": 0.8333333363479509, ""near_miss_negative"": 0.6666666723768161, ""normal_negative"": 0.7555555569761679, ""positive_boundary"": 0.7089384539483614, ""positive_center"": 0.7244776567587485, ""positive_context"": 0.6961918194481768, ""positive_shift"": 0.7082027649914366}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
15,False,0.6537962949661674,0.654080742627234,0.6642599765286991,0.6860016344060411,0.9935897435897436,0.4111111111111111,0.6860016344060411,1329,134,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 134}","{""hard_negative"": 0.8333333372741588, ""near_miss_negative"": 0.5714285857176555, ""normal_negative"": 0.46666667189337063, ""positive_boundary"": 0.6896201160109675, ""positive_center"": 0.6977189266337798, ""positive_context"": 0.6746837243549904, ""positive_shift"": 0.6821834617127712}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
16,False,0.6534312775026587,0.6396698391259606,0.5680708685913584,0.6133477186788203,0.9967948717948718,0.5888888888888889,0.6133477186788203,1341,146,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 146}","{""hard_negative"": 0.6666666894030907, ""near_miss_negative"": 0.19047619388681278, ""normal_negative"": 0.3777777850808197, ""positive_boundary"": 0.613126599697339, ""positive_center"": 0.62933983367223, ""positive_context"": 0.60811433625909, ""positive_shift"": 0.6081894713734619}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
17,False,0.648905943437444,0.6384525702367374,0.5764973197385657,0.6145894931448053,0.9967948717948718,0.5555555555555556,0.6145894931448053,1341,146,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 146}","{""hard_negative"": 0.7500000027241999, ""near_miss_negative"": 0.4761904791603699, ""normal_negative"": 0.26666667879946104, ""positive_boundary"": 0.6140222844255946, ""positive_center"": 0.6275615646288946, ""positive_context"": 0.6170750910846087, ""positive_shift"": 0.6074278671520695}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
18,False,0.6460337409503775,0.6318971286365642,0.6523470631728814,0.6706523019340371,0.9967948717948718,0.4111111111111111,0.6706523019340371,1341,146,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 146}","{""hard_negative"": 0.7500000071513439, ""near_miss_negative"": 0.6190476222289402, ""normal_negative"": 0.4888889100808622, ""positive_boundary"": 0.675540108342956, ""positive_center"": 0.6794275340552514, ""positive_context"": 0.6637706086039543, ""positive_shift"": 0.6648177261295528}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
19,False,0.6454329716578852,0.6361480132857366,0.6831469091191241,0.694311077574218,0.9903846153846154,0.35555555555555557,0.694311077574218,1335,140,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 140}","{""hard_negative"": 0.7916666700864367, ""near_miss_negative"": 0.5714285769752413, ""normal_negative"": 0.600000023648386, ""positive_boundary"": 0.6996769012113317, ""positive_center"": 0.7125847070262983, ""positive_context"": 0.6775909950875126, ""positive_shift"": 0.6881684804544168}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",1.25e-05,5e-05
20,False,0.643571530477831,0.6335684283455806,0.6633363134216799,0.6816064004260077,0.9967948717948718,0.4,0.6816064004260077,1335,140,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 140}","{""hard_negative"": 0.7500000046065539, ""near_miss_negative"": 0.4761904832079497, ""normal_negative"": 0.5777777956594832, ""positive_boundary"": 0.6865904902555909, ""positive_center"": 0.6973367493886214, ""positive_context"": 0.670757534985359, ""positive_shift"": 0.674181568835442}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",1.25e-05,5e-05
21,False,0.6421801175964013,0.6333588937028723,0.6867850540562931,0.6893833040394143,0.9967948717948718,0.32222222222222224,0.6893833040394143,1335,140,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 140}","{""hard_negative"": 0.7916666718723039, ""near_miss_negative"": 0.571428586673753, ""normal_negative"": 0.6666666761166324, ""positive_boundary"": 0.6939881978073087, ""positive_center"": 0.7025415094999167, ""positive_context"": 0.6759492852366887, ""positive_shift"": 0.6849163169426313}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",1.25e-05,5e-05
22,False,0.6416487431812788,0.6314683998402079,0.6625439706473597,0.6805854964261062,1.0,0.4,0.6805854964261062,1331,136,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 136}","{""hard_negative"": 0.750000003862242, ""near_miss_negative"": 0.4761904803424754, ""normal_negative"": 0.5777778030090596, ""positive_boundary"": 0.684826621069358, ""positive_center"": 0.691359513081037, ""positive_context"": 0.6753599698153826, ""positive_shift"": 0.673570126760751}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",1.25e-05,5e-05
23,False,0.6404142680694787,0.6310571269016361,0.6641911368680309,0.6795026804678715,1.0,0.3888888888888889,0.6795026804678715,1331,136,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 136}","{""hard_negative"": 0.7500000039116516, ""near_miss_negative"": 0.47619048058427726, ""normal_negative"": 0.600000011751621, ""positive_boundary"": 0.6840926365783582, ""positive_center"": 0.6885466203093529, ""positive_context"": 0.6759674563430823, ""positive_shift"": 0.6721583664990388}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",6.25e-06,2.5e-05
24,False,0.6397068127485973,0.6308773257839146,0.6776921881326254,0.6872828811622009,1.0,0.35555555555555557,0.6872828811622009,1331,136,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 136}","{""hard_negative"": 0.7500000055561137, ""near_miss_negative"": 0.47619048514694545, ""normal_negative"": 0.6666666752283561, ""positive_boundary"": 0.6924917395584859, ""positive_center"": 0.6981259750632139, ""positive_context"": 0.6765785581217363, ""positive_shift"": 0.682004637335642}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",6.25e-06,2.5e-05
25,False,0.6398017782017701,0.6298629997381523,0.6804695847150543,0.687656321896326,1.0,0.34444444444444444,0.687656321896326,1330,135,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 135}","{""hard_negative"": 0.7500000059068276, ""near_miss_negative"": 0.42857144073602926, ""normal_negative"": 0.7111111161461692, ""positive_boundary"": 0.6926772564363021, ""positive_center"": 0.699394203722477, ""positive_context"": 0.6763411488097447, ""positive_shift"": 0.682424032986565}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",6.25e-06,2.5e-05
26,False,0.6390397873139919,0.6295938047010508,0.6855190554685672,0.6909572411185274,1.0,0.3333333333333333,0.6909572411185274,1330,135,"{""defect_negative"": 121, ""normal_negative"": 121, ""positive"": 953, ""replay"": 135}","{""hard_negative"": 0.7916666796095376, ""near_miss_negative"": 0.47619049486869014, ""normal_negative"": 0.6888888970336008, ""positive_boundary"": 0.6965710827364371, ""positive_center"": 0.7003200627290286, ""positive_context"": 0.6837009707322488, ""positive_shift"": 0.6842901238885063}","{""hard_negative"": 24, ""near_miss_negative"": 21, ""normal_negative"": 45, ""positive_boundary"": 104, ""positive_center"": 52, ""positive_context"": 52, ""positive_shift"": 104}",6.25e-06,2.5e-05
