epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,requested_hard_normal_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,hard_normal_max_repeats_per_epoch,train_device_counts_json,lr_encoder,lr_decoder
1,0.6529426409466432,0.6248077793095278,0.47227703128055243,1.0,0.13333333333333333,15,2,322.0,21.466666666666665,0.0,117.79999999999977,17.866666666666667,0.0,101.59999999999982,215.0,0.5,0,0.5581411126428611,158,0,158,0,44,0,0,2,"{""camera"": 116, ""phone"": 86}",2e-05,0.0001
2,0.6503166373413388,0.707701736270186,0.5619451277654003,1.0,0.26666666666666666,15,4,426.0,28.4,0.0,123.09999999999975,28.4,0.0,123.09999999999975,282.0,0.5,0,0.37436840293685264,158,0,158,0,44,0,0,2,"{""camera"": 116, ""phone"": 86}",2e-05,0.0001
3,0.6506743826598764,0.6450734747486733,0.4919270374180308,1.0,0.26666666666666666,15,4,1563.0,104.2,0.0,522.6999999999987,50.2,0.0,279.6999999999996,545.0,0.5,0,0.31174014141533996,158,63,146,12,44,12,6,2,"{""camera"": 124, ""phone"": 90}",2e-05,0.0001
4,0.6495803460896572,0.6464328125888967,0.4974828746395216,1.0,0.26666666666666666,15,4,4161.0,277.4,0.0,1712.4999999999998,216.53333333333333,0.0,1135.3999999999992,1666.0,0.5,0,0.3130994792555634,158,63,146,12,44,12,6,2,"{""camera"": 124, ""phone"": 90}",2e-05,0.0001
5,0.6501584250079698,0.5436054987847216,0.3974450120410893,1.0,0.8666666666666667,15,13,9460.0,630.6666666666666,271.0,2640.3999999999983,423.8666666666667,190.0,1664.9999999999998,1784.0,0.5,0,-0.9897278345486118,158,63,118,40,44,40,20,2,"{""camera"": 152, ""phone"": 90}",2e-05,0.0001
6,0.6489660345818385,0.5044323768155152,0.3580315420829882,1.0,0.9333333333333333,15,14,17368.0,1157.8666666666666,587.0,4327.299999999998,583.6666666666666,406.0,1740.8,1766.0,0.5,0,-1.1622342898511515,158,63,118,40,44,40,20,2,"{""camera"": 152, ""phone"": 90}",2e-05,0.0001
7,0.6488135220869532,0.5810787417570552,0.43029209647963423,1.0,0.9333333333333333,15,14,8994.0,599.6,182.0,2376.699999999998,348.8,120.0,1168.6999999999994,1553.0,0.5,0,-1.0855879249096114,158,63,95,63,44,63,38,2,"{""camera"": 152, ""phone"": 113}",1e-05,5e-05
8,0.648081443669661,0.5405015094764524,0.38898267955967125,1.0,0.9333333333333333,15,14,14468.0,964.5333333333333,485.0,3224.299999999998,563.2,250.0,1683.7999999999997,1800.0,0.5,0,-1.1261651571902145,158,63,95,63,44,63,38,2,"{""camera"": 155, ""phone"": 110}",1e-05,5e-05
9,0.6473247183943694,0.5747897830509435,0.4217778214473747,1.0,0.8666666666666667,15,13,9573.0,638.2,333.0,2008.0999999999988,408.8,228.0,1486.0999999999997,1659.0,0.5,0,-0.9585435502823899,158,63,95,63,44,63,37,2,"{""camera"": 152, ""phone"": 113}",1e-05,5e-05
10,0.6471341016157618,0.6056160662377247,0.45270525030571007,1.0,0.8666666666666667,15,13,5754.0,383.6,150.0,1608.0999999999997,292.6,98.0,1193.6999999999996,1487.0,0.5,0,-0.9277172670956088,158,63,95,63,44,63,37,2,"{""camera"": 153, ""phone"": 112}",1e-05,5e-05
11,0.6454536550827609,0.6430914283823507,0.49190067326410797,1.0,0.5333333333333333,15,8,3344.0,222.93333333333334,14.0,1134.3999999999999,193.46666666666667,14.0,908.1999999999997,1093.0,0.5,0,-0.22357523828431602,158,63,98,60,44,60,30,2,"{""camera"": 156, ""phone"": 106}",1e-05,5e-05
12,0.6449420779715967,0.6629051673021384,0.5138511128606923,1.0,0.4666666666666667,15,7,2431.0,162.06666666666666,0.0,894.5,146.06666666666666,0.0,756.5999999999998,912.0,0.5,0,-0.07042816603119495,158,63,98,60,44,60,30,2,"{""camera"": 156, ""phone"": 106}",5e-06,2.5e-05
13,0.6460484650827223,0.6383785479582853,0.48802735651689705,1.0,0.6,15,9,3031.0,202.06666666666666,25.0,1013.5999999999998,168.06666666666666,25.0,778.6999999999997,953.0,0.5,0,-0.3616214520417147,158,63,112,46,44,46,23,2,"{""camera"": 144, ""phone"": 104}",5e-06,2.5e-05
14,0.6435976970580316,0.5953997696155244,0.44599554391499563,1.0,0.8,15,12,6542.0,436.1333333333333,141.0,1354.5,308.1333333333333,111.0,879.9999999999999,985.0,0.5,0,-0.8046002303844757,158,63,112,46,44,46,23,2,"{""camera"": 144, ""phone"": 104}",5e-06,2.5e-05
15,0.6455294435674493,0.598762702855837,0.4494391312866811,1.0,0.8,15,12,6515.0,434.3333333333333,172.0,1460.999999999999,303.2,97.0,789.1999999999997,974.0,0.5,0,-0.8012372971441631,158,63,96,62,44,62,31,2,"{""camera"": 154, ""phone"": 110}",5e-06,2.5e-05
16,0.6443503390658986,0.6306341003136005,0.481424087108269,1.0,0.7333333333333333,15,11,4398.0,293.2,59.0,1185.5999999999992,187.26666666666668,47.0,616.1,628.0,0.5,0,-0.6360325663530662,158,63,96,62,44,62,31,2,"{""camera"": 154, ""phone"": 110}",5e-06,2.5e-05
17,0.6441293289495069,0.6604569285874337,0.5128981019989753,1.0,0.4,15,6,2614.0,174.26666666666668,0.0,704.3999999999999,124.46666666666667,0.0,437.4999999999999,497.0,0.5,0,0.06045692858743357,158,63,102,56,44,56,28,2,"{""camera"": 146, ""phone"": 112}",2.5e-06,1.25e-05
