epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,train_device_counts_json,lr_encoder,lr_decoder
1,0.6107759090030894,0.7739684063991118,0.6416652100211528,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,24,0.7739684063991118,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
2,0.60787253520068,0.7957790751867978,0.6706332366669636,1.0,0.07142857142857142,14,1,60.0,4.285714285714286,0.0,20.99999999999998,4.285714285714286,0.0,20.99999999999998,60.0,0.82,48,0.7957790751867978,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
3,0.6107567344138871,0.7991900976514165,0.6750110601911601,1.0,0.07142857142857142,14,1,191.0,13.642857142857142,0.0,66.84999999999994,13.642857142857142,0.0,66.84999999999994,191.0,0.9,48,0.7991900976514165,159,95,64,45,64,1,"{""camera"": 182, ""phone"": 86}",2e-05,0.0001
4,0.6095621701496751,0.7684028869163895,0.6372359018858104,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,48,0.7684028869163895,159,95,64,45,64,1,"{""camera"": 182, ""phone"": 86}",2e-05,0.0001
5,0.6078503496611296,0.7508040326234713,0.6296333548113104,0.9615384615384616,0.07142857142857142,14,1,295.0,21.071428571428573,0.0,103.2499999999999,21.071428571428573,0.0,103.2499999999999,295.0,0.9,8,0.7508040326234713,159,95,64,45,64,3,"{""camera"": 163, ""phone"": 105}",2e-05,0.0001
6,0.6052164773442852,0.7850642065746227,0.657289236911981,1.0,0.14285714285714285,14,2,493.0,35.214285714285715,0.0,237.95,35.214285714285715,0.0,237.95,275.0,0.9,16,0.6993499208603371,159,95,64,45,64,3,"{""camera"": 160, ""phone"": 108}",2e-05,0.0001
7,0.6032670718520435,0.7668832286255676,0.6464166949144491,0.9615384615384616,0.07142857142857142,14,1,134.0,9.571428571428571,0.0,46.89999999999995,9.571428571428571,0.0,46.89999999999995,134.0,0.9,32,0.7668832286255676,159,95,64,45,64,3,"{""camera"": 118, ""phone"": 150}",2e-05,0.0001
8,0.6020092127928093,0.7446227120991445,0.6139977137441915,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,24,0.7446227120991445,159,95,64,45,64,3,"{""camera"": 118, ""phone"": 150}",1e-05,5e-05
9,0.601801294889023,0.7332392571748326,0.6124435116030079,0.9807692307692307,0.07142857142857142,14,1,66.0,4.714285714285714,0.0,23.099999999999977,4.714285714285714,0.0,23.099999999999977,66.0,0.9,32,0.7332392571748326,159,95,64,45,64,1,"{""camera"": 118, ""phone"": 150}",1e-05,5e-05
10,0.5994968645608247,0.7571294860055805,0.6318091549683633,0.9807692307692307,0.07142857142857142,14,1,214.0,15.285714285714286,0.0,74.89999999999992,15.285714285714286,0.0,74.89999999999992,214.0,0.9,48,0.7571294860055805,159,95,64,45,64,1,"{""camera"": 118, ""phone"": 150}",1e-05,5e-05
11,0.5990255955439895,0.7975518557957426,0.6790430826310441,0.9807692307692307,0.07142857142857142,14,1,119.0,8.5,0.0,41.649999999999956,8.5,0.0,41.649999999999956,119.0,0.9,48,0.7975518557957426,159,95,64,45,64,5,"{""camera"": 118, ""phone"": 150}",1e-05,5e-05
12,0.5988185112156085,0.796450280695385,0.6774787171066653,0.9807692307692307,0.07142857142857142,14,1,84.0,6.0,0.0,29.39999999999997,6.0,0.0,29.39999999999997,84.0,0.9,48,0.796450280695385,159,95,64,45,64,5,"{""camera"": 118, ""phone"": 150}",5e-06,2.5e-05
13,0.5965919370081887,0.7971682327950307,0.6788127238688771,0.9807692307692307,0.07142857142857142,14,1,70.0,5.0,0.0,24.499999999999975,5.0,0.0,24.499999999999975,70.0,0.9,48,0.7971682327950307,159,95,64,45,64,1,"{""camera"": 118, ""phone"": 150}",5e-06,2.5e-05
14,0.5964702839282021,0.7982268861288901,0.6802979272625151,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,48,0.7982268861288901,159,95,64,45,64,1,"{""camera"": 118, ""phone"": 150}",5e-06,2.5e-05
15,0.596342578752717,0.7969682265714092,0.6741639459041769,1.0,0.07142857142857142,14,1,118.0,8.428571428571429,0.0,41.299999999999955,8.428571428571429,0.0,41.299999999999955,118.0,0.9,16,0.7969682265714092,159,95,64,45,64,1,"{""camera"": 118, ""phone"": 150}",5e-06,2.5e-05
