threshold,min_area,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,pixel_precision_defect_macro,pixel_recall_defect_macro,pixel_f1_defect_macro,pixel_precision_labeled_micro,pixel_recall_labeled_micro,pixel_f1_labeled_micro,pixel_auprc_all_labeled,component_recall_3px,component_precision_3px,component_f1_3px,boundary_f1_3px,stage2_score
0.28,0,0.27403888180827796,0.1929529134014385,1.0,1.0,59,59,8847780.0,149962.37288135593,139764.0,366956.7,144898.69491525425,139755.0,366955.1,394324.0,0.1952581008250426,0.98888781122654,0.2740388817555646,0.025543948055533543,0.9784759535633277,0.04978813446050274,0.8702840363540515,1.0,0.13422959516793384,0.2145268205036327,0.07399732898018242,-1.525961118191722
0.28,8,0.27511862618423977,0.1938088521516578,1.0,1.0,59,59,8845526.0,149924.16949152542,139755.0,366955.1,144898.69491525425,139755.0,366955.1,394324.0,0.19613080916706346,0.9888648937386635,0.27511862613096033,0.02555092190411555,0.9784693865489157,0.049801372882187576,0.8702840363540515,1.0,0.26847332846161887,0.3632915708482219,0.0750719362684877,-1.5248813738157603
0.28,16,0.27606054638784433,0.1945793091789736,1.0,1.0,59,59,8843345.0,149887.2033898305,139755.0,366955.1,144898.69491525425,139755.0,366955.1,394324.0,0.1969130894733078,0.9888594740188881,0.27606054633410265,0.025557182426771928,0.9784523123114446,0.04981324254938555,0.8702840363540515,1.0,0.30618275121704747,0.4101775795013803,0.07605887578620919,-1.5239394536121558
0.28,24,0.27698093176737937,0.19531807254300593,1.0,1.0,59,59,8841580.0,149857.28813559323,139755.0,366955.1,144898.69491525425,139755.0,366955.1,394324.0,0.19766555868489138,0.9888594740188881,0.27698093171321914,0.025562595856517583,0.9784523123114446,0.04982352517082017,0.8702840363540515,1.0,0.331606916454979,0.44059342794064665,0.0770173141560961,-1.5230190682326206
0.28,32,0.2777704231367444,0.1959423144603715,1.0,1.0,59,59,8839935.0,149829.40677966102,139755.0,366955.1,144898.69491525425,139755.0,366955.1,394324.0,0.19829407699691193,0.9888594740188881,0.2777704230821889,0.025568397690406353,0.9784523123114446,0.049834545429308076,0.8702840363540515,1.0,0.36162991362322283,0.47538688273285423,0.07780524282210385,-1.5222295768632557
0.28,48,0.2789943041264588,0.19692631126863394,1.0,1.0,59,59,8837346.0,149785.5254237288,139755.0,366955.1,144898.69491525425,139755.0,366955.1,394324.0,0.1992897269315785,0.9888594740188881,0.27899430407112086,0.025576521873861356,0.9784523123114446,0.04984997664667694,0.8702840363540515,1.0,0.3958576968055641,0.5159759408574575,0.07911955345131097,-1.5210056958735412
0.3,0,0.3102321017483506,0.2231036629140622,1.0,1.0,59,59,7409424.0,125583.45762711864,82326.0,310153.19999999995,120085.89830508475,76789.0,306157.89999999997,321623.0,0.2261259134112733,0.9872371218474635,0.31023210168076965,0.02895946216700543,0.9765216100743255,0.056250766728352955,0.8702840363540515,1.0,0.129196882904352,0.20730141832648546,0.1102768577705988,-1.4897678982516496
0.3,8,0.312117088192702,0.22470952678092215,1.0,1.0,59,59,7406239.0,125529.47457627118,82202.0,309916.99999999994,120085.89830508475,76789.0,306157.89999999997,321623.0,0.22776400599101587,0.9872371218474635,0.3121170881240753,0.028971752088728483,0.9765216100743255,0.056273950800624965,0.8702840363540515,1.0,0.24193707863560363,0.3462141005982511,0.11344646008337193,-1.487882911807298
0.3,16,0.3140948904085406,0.2263817684227294,1.0,1.0,59,59,7402204.0,125461.08474576271,82039.0,309670.6,120085.89830508475,76789.0,306157.89999999997,321623.0,0.22946870902081748,0.9872371218474635,0.3140948903385567,0.028988052791821175,0.9765216100743255,0.056304700055293345,0.8702840363540515,1.0,0.30842204966065523,0.41846180701705793,0.1168890789841233,-1.4859051095914595
0.3,24,0.3156025204578629,0.22766836481021985,1.0,1.0,59,59,7398871.0,125404.59322033898,81986.0,309549.99999999994,120085.89830508475,76789.0,306157.89999999997,321623.0,0.23077687072546144,0.9872371218474635,0.3156025203869082,0.029001161091804655,0.9765216100743255,0.05632942651423049,0.8702840363540515,1.0,0.34428024258654727,0.4585238149066669,0.11976295473759455,-1.484397479542137
0.3,32,0.3170039610476477,0.22887376551803323,1.0,1.0,59,59,7395819.0,125352.86440677966,81775.0,309071.19999999995,120085.89830508475,76789.0,306157.89999999997,321623.0,0.23199432317811344,0.9872371218474635,0.31700396097615874,0.029013288308862892,0.9765216100743255,0.05635230176193173,0.8702840363540515,1.0,0.36608293656992474,0.4840919013350915,0.12248077938894475,-1.4829960389523524
0.3,48,0.3190242387897005,0.23067535806650408,1.0,1.0,59,59,7391118.0,125273.18644067796,81611.0,308776.89999999997,120085.89830508475,76789.0,306157.89999999997,321623.0,0.23383046833361806,0.9872371218474635,0.3190242387175522,0.02903233137385613,0.9765216100743255,0.05638822107659217,0.8702840363540515,1.0,0.41172945754337503,0.529201043247188,0.1272935137151941,-1.4809757612102996
