fold = 1
device = cuda
stage1_checkpoint = /mimer/NOBACKUP/groups/smart-rail/Yi Yang/CV_contact_wire/UNET_two_stage/outputs/stage1/fold1/best_stage1.pt
defect_train_count = 158
defect_val_count = 53
normal_train_count = 44
normal_val_count = 15
save_dir = /mimer/NOBACKUP/groups/smart-rail/Yi Yang/CV_contact_wire/UNET_two_stage/outputs/stage2/fold1
epoch 1/25 | random_normal=44 | hard_normal=0 | hard_pool=0 | train_loss=0.654794 | defect_dice=0.720413 | defect_iou=0.590184 | defect_recall=0.981132 | normal_fpr=0.066667 | thr=0.90 | min_area=48 | stage2_score=0.720413 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 2/25 | random_normal=44 | hard_normal=0 | hard_pool=0 | train_loss=0.651369 | defect_dice=0.776001 | defect_iou=0.653020 | defect_recall=1.000000 | normal_fpr=0.000000 | thr=0.90 | min_area=48 | stage2_score=0.776001 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 3/25 | random_normal=44 | hard_normal=0 | hard_pool=2 | train_loss=0.648823 | defect_dice=0.772792 | defect_iou=0.651846 | defect_recall=1.000000 | normal_fpr=0.000000 | thr=0.80 | min_area=48 | stage2_score=0.772792 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 4/25 | random_normal=44 | hard_normal=0 | hard_pool=2 | train_loss=0.646942 | defect_dice=0.765208 | defect_iou=0.642601 | defect_recall=1.000000 | normal_fpr=0.000000 | thr=0.88 | min_area=16 | stage2_score=0.765208 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 5/25 | random_normal=44 | hard_normal=0 | hard_pool=4 | train_loss=0.645206 | defect_dice=0.779114 | defect_iou=0.660089 | defect_recall=1.000000 | normal_fpr=0.000000 | thr=0.90 | min_area=16 | stage2_score=0.779114 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 6/25 | random_normal=44 | hard_normal=0 | hard_pool=4 | train_loss=0.643254 | defect_dice=0.774085 | defect_iou=0.654501 | defect_recall=1.000000 | normal_fpr=0.000000 | thr=0.82 | min_area=16 | stage2_score=0.774085 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 7/25 | random_normal=44 | hard_normal=0 | hard_pool=3 | train_loss=0.640843 | defect_dice=0.782991 | defect_iou=0.665635 | defect_recall=1.000000 | normal_fpr=0.000000 | thr=0.82 | min_area=24 | stage2_score=0.782991 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 8/25 | random_normal=44 | hard_normal=0 | hard_pool=3 | train_loss=0.639530 | defect_dice=0.775768 | defect_iou=0.653268 | defect_recall=1.000000 | normal_fpr=0.000000 | thr=0.86 | min_area=24 | stage2_score=0.775768 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 9/25 | random_normal=44 | hard_normal=0 | hard_pool=3 | train_loss=0.637739 | defect_dice=0.787063 | defect_iou=0.669540 | defect_recall=1.000000 | normal_fpr=0.000000 | thr=0.88 | min_area=24 | stage2_score=0.787063 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 10/25 | random_normal=44 | hard_normal=0 | hard_pool=3 | train_loss=0.636178 | defect_dice=0.792223 | defect_iou=0.676447 | defect_recall=1.000000 | normal_fpr=0.000000 | thr=0.82 | min_area=24 | stage2_score=0.792223 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
epoch 11/25 | random_normal=44 | hard_normal=0 | hard_pool=1 | train_loss=0.634743 | defect_dice=0.806986 | defect_iou=0.692561 | defect_recall=1.000000 | normal_fpr=0.000000 | thr=0.84 | min_area=48 | stage2_score=0.806986 | lr_encoder=2.000000e-05 | lr_decoder=1.000000e-04
