fold = 1
device = cuda
base_train_patch_count = 1194
val_patch_count = 401
save_dir = /mimer/NOBACKUP/groups/smart-rail/Yi Yang/CV_contact_wire/UNET_two_stage/outputs/stage1/fold1
epoch 1/30 | encoder_frozen=True | train_patches=1194 | replay_patches=0 | train_loss=0.827304 | val_loss=0.893140 | patch_dice_all=0.321823 | patch_dice_pos_only=0.403947 | positive_recall=1.000000 | negative_fpr=0.988095 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 2/30 | encoder_frozen=True | train_patches=1194 | replay_patches=0 | train_loss=0.743552 | val_loss=0.830233 | patch_dice_all=0.364602 | patch_dice_pos_only=0.448598 | positive_recall=1.000000 | negative_fpr=0.952381 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 3/30 | encoder_frozen=True | train_patches=1194 | replay_patches=176 | train_loss=0.719848 | val_loss=0.748095 | patch_dice_all=0.323363 | patch_dice_pos_only=0.399586 | positive_recall=1.000000 | negative_fpr=0.964286 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 4/30 | encoder_frozen=False | train_patches=1370 | replay_patches=176 | train_loss=0.713224 | val_loss=0.714125 | patch_dice_all=0.697074 | patch_dice_pos_only=0.686203 | positive_recall=0.984227 | negative_fpr=0.261905 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 5/30 | encoder_frozen=False | train_patches=1370 | replay_patches=176 | train_loss=0.702236 | val_loss=0.680413 | patch_dice_all=0.556041 | patch_dice_pos_only=0.545654 | positive_recall=1.000000 | negative_fpr=0.404762 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 6/30 | encoder_frozen=False | train_patches=1370 | replay_patches=147 | train_loss=0.694645 | val_loss=0.676575 | patch_dice_all=0.663630 | patch_dice_pos_only=0.694372 | positive_recall=0.996845 | negative_fpr=0.452381 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 7/30 | encoder_frozen=False | train_patches=1341 | replay_patches=147 | train_loss=0.688916 | val_loss=0.669135 | patch_dice_all=0.627075 | patch_dice_pos_only=0.660747 | positive_recall=0.993691 | negative_fpr=0.500000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 8/30 | encoder_frozen=False | train_patches=1341 | replay_patches=147 | train_loss=0.683064 | val_loss=0.667952 | patch_dice_all=0.614468 | patch_dice_pos_only=0.660573 | positive_recall=1.000000 | negative_fpr=0.559524 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 9/30 | encoder_frozen=False | train_patches=1341 | replay_patches=144 | train_loss=0.678265 | val_loss=0.662490 | patch_dice_all=0.634415 | patch_dice_pos_only=0.654260 | positive_recall=1.000000 | negative_fpr=0.440476 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 10/30 | encoder_frozen=False | train_patches=1338 | replay_patches=144 | train_loss=0.674859 | val_loss=0.659601 | patch_dice_all=0.670605 | patch_dice_pos_only=0.700040 | positive_recall=1.000000 | negative_fpr=0.440476 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 11/30 | encoder_frozen=False | train_patches=1338 | replay_patches=144 | train_loss=0.670230 | val_loss=0.648507 | patch_dice_all=0.730598 | patch_dice_pos_only=0.731766 | positive_recall=1.000000 | negative_fpr=0.273810 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 12/30 | encoder_frozen=False | train_patches=1338 | replay_patches=132 | train_loss=0.666078 | val_loss=0.641015 | patch_dice_all=0.696664 | patch_dice_pos_only=0.726695 | positive_recall=1.000000 | negative_fpr=0.416667 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 13/30 | encoder_frozen=False | train_patches=1326 | replay_patches=132 | train_loss=0.662761 | val_loss=0.635753 | patch_dice_all=0.718281 | patch_dice_pos_only=0.706721 | positive_recall=1.000000 | negative_fpr=0.238095 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 14/30 | encoder_frozen=False | train_patches=1326 | replay_patches=132 | train_loss=0.658862 | val_loss=0.627223 | patch_dice_all=0.750505 | patch_dice_pos_only=0.753793 | positive_recall=0.996845 | negative_fpr=0.261905 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 15/30 | encoder_frozen=False | train_patches=1326 | replay_patches=156 | train_loss=0.654766 | val_loss=0.629293 | patch_dice_all=0.648985 | patch_dice_pos_only=0.682154 | positive_recall=1.000000 | negative_fpr=0.476190 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 16/30 | encoder_frozen=False | train_patches=1350 | replay_patches=156 | train_loss=0.651322 | val_loss=0.619165 | patch_dice_all=0.694652 | patch_dice_pos_only=0.708376 | positive_recall=1.000000 | negative_fpr=0.357143 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 17/30 | encoder_frozen=False | train_patches=1350 | replay_patches=156 | train_loss=0.647049 | val_loss=0.621337 | patch_dice_all=0.788021 | patch_dice_pos_only=0.769705 | positive_recall=1.000000 | negative_fpr=0.142857 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 18/30 | encoder_frozen=False | train_patches=1350 | replay_patches=116 | train_loss=0.642998 | val_loss=0.609271 | patch_dice_all=0.688923 | patch_dice_pos_only=0.694821 | positive_recall=1.000000 | negative_fpr=0.333333 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 19/30 | encoder_frozen=False | train_patches=1310 | replay_patches=116 | train_loss=0.639053 | val_loss=0.610300 | patch_dice_all=0.716442 | patch_dice_pos_only=0.710705 | positive_recall=1.000000 | negative_fpr=0.261905 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
