fold = 3
device = cuda
base_train_patch_count = 1231
val_patch_count = 361
save_dir = /mimer/NOBACKUP/groups/smart-rail/Yi Yang/CV_contact_wire/UNET_two_stage/outputs/stage1/fold3
epoch 1/30 | encoder_frozen=True | train_patches=1231 | replay_patches=0 | train_loss=0.828264 | val_loss=0.893159 | patch_dice_all=0.266968 | patch_dice_pos_only=0.309889 | positive_recall=1.000000 | negative_fpr=1.000000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 2/30 | encoder_frozen=True | train_patches=1231 | replay_patches=0 | train_loss=0.741023 | val_loss=0.801598 | patch_dice_all=0.250721 | patch_dice_pos_only=0.281384 | positive_recall=1.000000 | negative_fpr=0.940000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 3/30 | encoder_frozen=True | train_patches=1231 | replay_patches=181 | train_loss=0.715373 | val_loss=0.738617 | patch_dice_all=0.313945 | patch_dice_pos_only=0.316187 | positive_recall=1.000000 | negative_fpr=0.700000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 4/30 | encoder_frozen=False | train_patches=1412 | replay_patches=181 | train_loss=0.714567 | val_loss=0.708124 | patch_dice_all=0.338547 | patch_dice_pos_only=0.335098 | positive_recall=0.996785 | negative_fpr=0.640000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 5/30 | encoder_frozen=False | train_patches=1412 | replay_patches=181 | train_loss=0.701874 | val_loss=0.692859 | patch_dice_all=0.497813 | patch_dice_pos_only=0.471737 | positive_recall=0.996785 | negative_fpr=0.340000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 6/30 | encoder_frozen=False | train_patches=1412 | replay_patches=167 | train_loss=0.696631 | val_loss=0.686404 | patch_dice_all=0.493672 | patch_dice_pos_only=0.505516 | positive_recall=0.990354 | negative_fpr=0.580000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 7/30 | encoder_frozen=False | train_patches=1398 | replay_patches=167 | train_loss=0.690699 | val_loss=0.684102 | patch_dice_all=0.595755 | patch_dice_pos_only=0.572565 | positive_recall=0.971061 | negative_fpr=0.260000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 8/30 | encoder_frozen=False | train_patches=1398 | replay_patches=167 | train_loss=0.684506 | val_loss=0.675998 | patch_dice_all=0.500758 | patch_dice_pos_only=0.507310 | positive_recall=1.000000 | negative_fpr=0.540000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 9/30 | encoder_frozen=False | train_patches=1398 | replay_patches=156 | train_loss=0.680124 | val_loss=0.673980 | patch_dice_all=0.630129 | patch_dice_pos_only=0.615680 | positive_recall=0.974277 | negative_fpr=0.280000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 10/30 | encoder_frozen=False | train_patches=1387 | replay_patches=156 | train_loss=0.676732 | val_loss=0.679420 | patch_dice_all=0.680024 | patch_dice_pos_only=0.654305 | positive_recall=0.980707 | negative_fpr=0.160000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
epoch 11/30 | encoder_frozen=False | train_patches=1387 | replay_patches=156 | train_loss=0.671788 | val_loss=0.657078 | patch_dice_all=0.630455 | patch_dice_pos_only=0.628921 | positive_recall=0.996785 | negative_fpr=0.360000 | lr_encoder=5.000000e-05 | lr_decoder=2.000000e-04
