epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,requested_hard_normal_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,hard_normal_max_repeats_per_epoch,train_device_counts_json,lr_encoder,lr_decoder
1,0.6814811372756958,0.653375557611705,0.515903873148702,0.9629629629629629,0.375,16,6,1718.0,107.375,0.0,450.5,105.4375,0.0,450.5,458.0,0.5,0,0.10337555761170492,157,0,157,0,43,0,0,2,"{""camera"": 116, ""phone"": 84}",2e-05,0.0001
2,0.6787347865104675,0.5139596193009025,0.36728238855171635,1.0,0.75,16,12,4080.0,255.0,132.5,1117.25,152.75,128.0,613.25,632.0,0.5,0,-0.7860403806990975,157,0,157,0,43,0,0,2,"{""camera"": 116, ""phone"": 84}",2e-05,0.0001
3,0.6808252554673415,0.5794241603344218,0.4283164021676202,1.0,0.375,16,6,1749.0,109.3125,0.0,582.0,64.875,0.0,318.5,461.0,0.5,0,0.029424160334421745,157,63,97,60,43,60,30,2,"{""camera"": 136, ""phone"": 124}",2e-05,0.0001
4,0.6787212747793931,0.49058305143541825,0.3422049478694963,1.0,0.5,16,8,5713.0,357.0625,2.0,1260.25,247.375,2.0,853.25,875.0,0.5,0,-0.3094169485645818,157,63,97,60,43,60,30,2,"{""camera"": 136, ""phone"": 124}",2e-05,0.0001
5,0.6757111226098013,0.6109194606613946,0.45748682677812874,1.0,0.4375,16,7,2414.0,150.875,0.0,627.25,129.75,0.0,627.25,853.0,0.5,0,-0.06408053933860547,157,63,121,36,43,36,18,2,"{""camera"": 126, ""phone"": 110}",2e-05,0.0001
6,0.6741144697544939,0.51278020533074,0.364242517209204,1.0,0.5,16,8,4099.0,256.1875,25.0,827.0,201.375,25.0,742.25,1121.0,0.5,0,-0.28721979466926006,157,63,121,36,43,36,18,2,"{""camera"": 126, ""phone"": 110}",2e-05,0.0001
7,0.6741004394105643,0.531896156342568,0.38298046344316966,1.0,0.5,16,8,4005.0,250.3125,1.5,881.75,195.4375,1.5,697.25,1118.0,0.5,0,-0.268103843657432,157,63,115,42,43,42,21,2,"{""camera"": 138, ""phone"": 104}",1e-05,5e-05
8,0.673573764887723,0.4935259617109021,0.3485423374162378,1.0,0.4375,16,7,4095.0,255.9375,0.0,1255.0,195.875,0.0,1009.5,1080.0,0.5,0,-0.18147403828909797,157,63,115,42,43,42,21,2,"{""camera"": 138, ""phone"": 104}",1e-05,5e-05
9,0.6718813507957796,0.6125348480907851,0.46157530329429847,1.0,0.1875,16,3,2829.0,176.8125,0.0,1112.75,152.9375,0.0,1017.25,1045.0,0.5,0,0.4375348480907851,157,63,131,26,43,26,13,2,"{""camera"": 124, ""phone"": 102}",1e-05,5e-05
10,0.6714738364768239,0.6169257516293898,0.47694350373097544,0.9629629629629629,0.25,16,4,2594.0,162.125,0.0,1015.0,140.75,0.0,788.5,1000.0,0.5,0,0.3169257516293898,157,63,131,26,43,26,13,2,"{""camera"": 124, ""phone"": 102}",1e-05,5e-05
