epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,requested_hard_normal_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,hard_normal_max_repeats_per_epoch,train_device_counts_json,lr_encoder,lr_decoder
1,0.668696231842041,0.6688680093219554,0.5241477906512373,1.0,0.5,16,8,1430.0,89.375,7.0,419.25,85.8125,7.0,405.0,735.0,0.5,0,-0.1311319906780446,157,0,157,0,43,0,0,2,"{""camera"": 116, ""phone"": 84}",2e-05,0.0001
2,0.6656040620803833,0.5874116757532998,0.43639343401844505,1.0,0.875,16,14,4931.0,308.1875,71.5,1123.5,189.5625,65.5,552.0,855.0,0.5,0,-0.9625883242467003,157,0,157,0,43,0,0,2,"{""camera"": 116, ""phone"": 84}",2e-05,0.0001
3,0.6680303747837361,0.6196180648850684,0.47790977335499063,0.9629629629629629,0.625,16,10,2759.0,172.4375,44.0,594.25,156.4375,44.0,568.0,772.0,0.5,0,-0.4303819351149316,157,63,97,60,43,60,30,2,"{""camera"": 136, ""phone"": 124}",2e-05,0.0001
4,0.666395616531372,0.5957391878055742,0.4430515537424367,1.0,0.625,16,10,3151.0,196.9375,21.5,677.0,166.5625,21.5,542.75,971.0,0.5,0,-0.4542608121944258,157,63,97,60,43,60,30,2,"{""camera"": 136, ""phone"": 124}",2e-05,0.0001
5,0.6642196285920065,0.5970261455846987,0.44610921724673963,1.0,0.6875,16,11,6233.0,389.5625,227.0,1121.5,297.4375,148.0,925.25,962.0,0.5,0,-0.5779738544153014,157,63,113,44,43,44,22,2,"{""camera"": 138, ""phone"": 106}",2e-05,0.0001
6,0.662752384045085,0.5898043896839873,0.43640007389715196,1.0,0.4375,16,7,2240.0,140.0,0.0,590.25,99.625,0.0,383.25,546.0,0.5,0,-0.08519561031601275,157,63,113,44,43,44,22,2,"{""camera"": 138, ""phone"": 106}",2e-05,0.0001
7,0.6615001137663679,0.6950999171673061,0.5495339581750464,1.0,0.0625,16,1,35.0,2.1875,0.0,8.75,2.1875,0.0,8.75,35.0,0.5,0,0.6950999171673061,157,63,111,46,43,46,23,2,"{""camera"": 134, ""phone"": 112}",2e-05,0.0001
8,0.6607054704573097,0.6853951437046483,0.540647053449693,0.9814814814814815,0.1875,16,3,400.0,25.0,0.0,167.25,25.0,0.0,167.25,195.0,0.5,0,0.5103951437046483,157,63,111,46,43,46,23,2,"{""camera"": 134, ""phone"": 112}",2e-05,0.0001
9,0.6573056530308079,0.6608241268709512,0.5102638696348415,1.0,0.125,16,2,401.0,25.0625,0.0,160.75,20.4375,0.0,142.25,206.0,0.5,0,0.6108241268709511,157,63,135,22,43,22,11,2,"{""camera"": 124, ""phone"": 98}",2e-05,0.0001
10,0.6560277874405319,0.6543669196691101,0.5015964914076656,1.0,0.125,16,2,252.0,15.75,0.0,98.0,14.0625,0.0,91.25,155.0,0.5,0,0.6043669196691102,157,63,135,22,43,22,11,2,"{""camera"": 124, ""phone"": 98}",2e-05,0.0001
11,0.6541333983991747,0.7154237857567347,0.5754064945031545,1.0,0.0625,16,1,56.0,3.5,0.0,14.0,3.5,0.0,14.0,56.0,0.5,0,0.7154237857567347,157,63,143,14,43,14,7,2,"{""camera"": 120, ""phone"": 94}",2e-05,0.0001
12,0.6529589445791512,0.6814144970285383,0.5374246167234117,1.0,0.25,16,4,416.0,26.0,0.0,169.75,24.875,0.0,169.75,190.0,0.5,0,0.3814144970285383,157,63,143,14,43,14,7,2,"{""camera"": 120, ""phone"": 94}",2e-05,0.0001
13,0.6519496543066842,0.6756785819386621,0.5295743571725576,1.0,0.25,16,4,809.0,50.5625,0.0,224.75,45.125,0.0,212.25,279.0,0.5,0,0.37567858193866216,157,63,147,10,43,10,5,2,"{""camera"": 122, ""phone"": 88}",2e-05,0.0001
14,0.6504107781818935,0.6707715458642548,0.5204430743738616,1.0,0.1875,16,3,454.0,28.375,0.0,154.75,26.25,0.0,154.75,262.0,0.5,0,0.4957715458642548,157,63,147,10,43,10,5,2,"{""camera"": 122, ""phone"": 88}",2e-05,0.0001
15,0.6504130179231817,0.7111474023376426,0.5682894138261103,1.0,0.0625,16,1,184.0,11.5,0.0,46.0,8.75,0.0,35.0,140.0,0.5,0,0.7111474023376426,157,63,137,20,43,20,10,2,"{""camera"": 128, ""phone"": 92}",2e-05,0.0001
16,0.6492833310907538,0.707004508259633,0.5637655660770904,1.0,0.0625,16,1,146.0,9.125,0.0,36.5,9.125,0.0,36.5,146.0,0.5,0,0.707004508259633,157,63,137,20,43,20,10,2,"{""camera"": 128, ""phone"": 92}",2e-05,0.0001
17,0.6471843077586248,0.6999063992157398,0.5549041459391534,1.0,0.0625,16,1,82.0,5.125,0.0,20.5,5.125,0.0,20.5,82.0,0.5,0,0.6999063992157398,157,63,149,8,43,8,4,2,"{""camera"": 116, ""phone"": 92}",1e-05,5e-05
18,0.6466198105078477,0.7122476405322593,0.5688783456473213,1.0,0.0625,16,1,38.0,2.375,0.0,9.5,2.375,0.0,9.5,38.0,0.5,0,0.7122476405322593,157,63,149,8,43,8,4,2,"{""camera"": 116, ""phone"": 92}",1e-05,5e-05
19,0.6455046218984267,0.735797160868753,0.5968584254266207,1.0,0.0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.735797160868753,157,63,153,4,43,4,2,2,"{""camera"": 116, ""phone"": 88}",1e-05,5e-05
20,0.6450059168479022,0.7336419528852962,0.5938599053926692,1.0,0.0,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.7336419528852962,157,63,153,4,43,4,2,2,"{""camera"": 116, ""phone"": 88}",1e-05,5e-05
21,0.6441133069992065,0.6997563546471367,0.5553635972253207,1.0,0.0625,16,1,168.0,10.5,0.0,42.0,10.5,0.0,42.0,168.0,0.5,0,0.6997563546471367,157,0,157,0,43,0,0,2,"{""camera"": 116, ""phone"": 84}",1e-05,5e-05
