epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,requested_hard_normal_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,hard_normal_max_repeats_per_epoch,train_device_counts_json,lr_encoder,lr_decoder
18,0.6000554469915537,0.7319547977013922,0.5871834552913339,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.7319547977013922,159,64,155,4,45,4,2,2,"{""camera"": 120, ""phone"": 88}",1e-05,5e-05
19,0.5993552207946777,0.7439748945118995,0.6021023140652699,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.7439748945118995,159,64,155,4,45,4,2,2,"{""camera"": 120, ""phone"": 88}",1e-05,5e-05
20,0.5992607841124902,0.7246573573935541,0.5795261649410949,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.7246573573935541,159,64,155,4,45,4,2,2,"{""camera"": 120, ""phone"": 88}",1e-05,5e-05
21,0.5987931260695825,0.7161850062352352,0.5694994092278063,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.7161850062352352,159,64,155,4,45,4,2,2,"{""camera"": 120, ""phone"": 88}",1e-05,5e-05
22,0.5982128931925847,0.7143096598571012,0.5678516270385533,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.7143096598571012,159,64,155,4,45,4,2,2,"{""camera"": 120, ""phone"": 88}",1e-05,5e-05
23,0.598010322025844,0.7091846550272705,0.5617526315989201,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.7091846550272705,159,64,153,6,45,6,3,2,"{""camera"": 122, ""phone"": 88}",5e-06,2.5e-05
24,0.5971303428922381,0.7027103746484158,0.5541807139609515,1.0,0.14285714285714285,14,2,79.0,5.642857142857143,0.0,28.549999999999976,5.642857142857143,0.0,28.549999999999976,76.0,0.5,0,0.6169960889341302,159,64,153,6,45,6,3,2,"{""camera"": 122, ""phone"": 88}",5e-06,2.5e-05
25,0.597616250784892,0.7030064132085485,0.5550030190949647,1.0,0.21428571428571427,14,3,21.0,1.5,0.0,8.199999999999996,1.5,0.0,8.199999999999996,16.0,0.5,0,0.47443498463711997,159,64,151,8,45,8,4,2,"{""camera"": 124, ""phone"": 88}",5e-06,2.5e-05
26,0.5970605251924047,0.7135902378611169,0.5675177376737771,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.7135902378611169,159,64,151,8,45,8,4,2,"{""camera"": 124, ""phone"": 88}",5e-06,2.5e-05
27,0.5974608487057909,0.7201035927343666,0.5749402179069583,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.7201035927343666,159,64,149,10,45,10,5,2,"{""camera"": 126, ""phone"": 88}",5e-06,2.5e-05
28,0.5968997445061942,0.7119970327399153,0.5658144575228462,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.7119970327399153,159,64,149,10,45,10,5,2,"{""camera"": 126, ""phone"": 88}",2.5e-06,1.25e-05
