epoch,encoder_frozen,train_loss,val_loss,patch_dice_all,patch_dice_pos_only,positive_patch_recall,negative_patch_fpr,stage1_score,train_patch_count,replay_patch_count,train_family_counts_json,patch_dice_by_type_json,count_by_type_json,lr_encoder,lr_decoder
12,False,0.6681238213458677,0.6453668423967018,0.6635019333402133,0.6415569059334782,0.9646302250803859,0.2,0.6415569059334782,1387,156,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 156}","{""hard_negative"": 0.8461538464470867, ""near_miss_negative"": 0.9166666667850379, ""normal_negative"": 0.7200000074109073, ""positive_boundary"": 0.6521522501227228, ""positive_center"": 0.6662777154817121, ""positive_context"": 0.611916180069171, ""positive_shift"": 0.6336592199940801}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
13,False,0.6643169107965794,0.6337628374469577,0.5208535526156657,0.5402833834390424,1.0,0.6,0.5402833834390424,1371,140,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 140}","{""hard_negative"": 0.6153846219121302, ""near_miss_negative"": 0.5000000078280578, ""normal_negative"": 0.2400000026367502, ""positive_boundary"": 0.5328735089502655, ""positive_center"": 0.5613105018057075, ""positive_context"": 0.5282758498158995, ""positive_shift"": 0.5433856493865068}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
14,False,0.6584623182106852,0.6331532364736964,0.6406168568365438,0.6471468953843315,0.9903536977491961,0.4,0.6471468953843315,1371,140,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 140}","{""hard_negative"": 0.6923076962674057, ""near_miss_negative"": 0.5833333475929873, ""normal_negative"": 0.5600000252349241, ""positive_boundary"": 0.6478411884990471, ""positive_center"": 0.6626233840686769, ""positive_context"": 0.6301883797863818, ""positive_shift"": 0.6473424281176132}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
15,False,0.654334857505573,0.627865137651026,0.6475126552939228,0.645505041774153,0.9967845659163987,0.34,0.645505041774153,1371,140,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 140}","{""hard_negative"": 0.8461538518800472, ""near_miss_negative"": 0.7500000025682967, ""normal_negative"": 0.5200000185633751, ""positive_boundary"": 0.6383136018118777, ""positive_center"": 0.6707261193032358, ""positive_context"": 0.6328740031731133, ""positive_shift"": 0.6466439726332632}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
16,False,0.6526806918745605,0.6206303273541776,0.6326232962540368,0.6410836312698225,1.0,0.42,0.6410836312698225,1386,155,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 155}","{""hard_negative"": 0.7692307705107762, ""near_miss_negative"": 0.5833333399875086, ""normal_negative"": 0.4800000210520916, ""positive_boundary"": 0.6336302561506343, ""positive_center"": 0.670531203641611, ""positive_context"": 0.6264557503557658, ""positive_shift"": 0.6414103103944888}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
17,False,0.6497030590175722,0.6213039295164832,0.6737942374059475,0.6631502204562141,0.9967845659163987,0.26,0.6631502204562141,1386,155,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 155}","{""hard_negative"": 0.8461538659114815, ""near_miss_negative"": 0.7500000115345067, ""normal_negative"": 0.6800000298560451, ""positive_boundary"": 0.6621337384196846, ""positive_center"": 0.6892406934616613, ""positive_context"": 0.6482528683715605, ""positive_shift"": 0.6588210119650915}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
18,False,0.6469224616562649,0.6174215614960795,0.6729123237659046,0.6653419530807422,0.9967845659163987,0.28,0.6653419530807422,1386,155,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 155}","{""hard_negative"": 0.8461538478805395, ""near_miss_negative"": 0.6666667526610076, ""normal_negative"": 0.6800000166800654, ""positive_boundary"": 0.662886253441684, ""positive_center"": 0.694253019842447, ""positive_context"": 0.6482473486375813, ""positive_shift"": 0.6621674125870833}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
19,False,0.644655451037256,0.6158666749410021,0.6724345461200516,0.6680027993435531,0.9967845659163987,0.3,0.6680027993435531,1371,140,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 140}","{""hard_negative"": 0.8461538482142856, ""near_miss_negative"": 0.5000000242520625, ""normal_negative"": 0.7200000094273258, ""positive_boundary"": 0.6652258575464097, ""positive_center"": 0.6939774336768132, ""positive_context"": 0.6537433983672586, ""positive_shift"": 0.6651718805615718}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
20,False,0.6416823401405897,0.6174963002720038,0.6871702708141948,0.6786767429063688,0.9967845659163987,0.26,0.6786767429063688,1371,140,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 140}","{""hard_negative"": 0.8461538730355578, ""near_miss_negative"": 0.5833333475671588, ""normal_negative"": 0.760000007991019, ""positive_boundary"": 0.6771477191872619, ""positive_center"": 0.7062917988674313, ""positive_context"": 0.65913159893687, ""positive_shift"": 0.6764363400139347}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
21,False,0.6389691679256837,0.6196035954100273,0.708849375593118,0.6877640654791213,0.9967845659163987,0.16,0.6877640654791213,1371,140,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 140}","{""hard_negative"": 0.9230769253393666, ""near_miss_negative"": 0.6666666806114282, ""normal_negative"": 0.8800000011343988, ""positive_boundary"": 0.6852644849568605, ""positive_center"": 0.7131849544889787, ""positive_context"": 0.6679195434199392, ""positive_shift"": 0.6877198941511391}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
22,False,0.6376687487549096,0.6059683087459892,0.6668219708026967,0.6679187486131553,0.9967845659163987,0.34,0.6679187486131553,1364,133,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 133}","{""hard_negative"": 0.6923076962441003, ""near_miss_negative"": 0.500000043694015, ""normal_negative"": 0.7200000026232304, ""positive_boundary"": 0.6600739633521209, ""positive_center"": 0.6874389584157982, ""positive_context"": 0.6552760372425964, ""positive_shift"": 0.672512478983173}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
23,False,0.6347468652683269,0.6073648823925663,0.6739053103422438,0.6761408884818608,0.9967845659163987,0.34,0.6761408884818608,1364,133,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 133}","{""hard_negative"": 0.7692307705523158, ""near_miss_negative"": 0.5833333367734758, ""normal_negative"": 0.6400000262891788, ""positive_boundary"": 0.6687238672031806, ""positive_center"": 0.6997129993111479, ""positive_context"": 0.6610937064714619, ""positive_shift"": 0.679522100262917}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
24,False,0.6322118208205595,0.6096100448901633,0.696044240413536,0.69219283044339,0.9967845659163987,0.28,0.69219283044339,1364,133,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 133}","{""hard_negative"": 0.7692307717982415, ""near_miss_negative"": 0.5833333441307644, ""normal_negative"": 0.7600000143378345, ""positive_boundary"": 0.6851108768381752, ""positive_center"": 0.713287892294865, ""positive_context"": 0.6788254870875986, ""positive_shift"": 0.6956137619339503}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
25,False,0.6306943689968184,0.6050544333259815,0.6941703666331127,0.6835868215934717,0.9967845659163987,0.24,0.6835868215934717,1371,140,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 140}","{""hard_negative"": 0.7692307716162501, ""near_miss_negative"": 0.7500000112700377, ""normal_negative"": 0.7600000269092894, ""positive_boundary"": 0.6791529847452273, ""positive_center"": 0.7095335628472123, ""positive_context"": 0.6691933678950718, ""positive_shift"": 0.6824935025607164}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
26,False,0.6280892634374394,0.6041297346270976,0.68822485801093,0.6799008792859181,1.0,0.26,0.6799008792859181,1371,140,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 140}","{""hard_negative"": 0.7692307728443821, ""near_miss_negative"": 0.6666666814674008, ""normal_negative"": 0.7600000023775766, ""positive_boundary"": 0.673649017054301, ""positive_center"": 0.703329217784545, ""positive_context"": 0.6684392868326261, ""positive_shift"": 0.6803946409804317}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
27,False,0.6256917039901126,0.5968774606646593,0.667337132201842,0.668516734032585,0.9967845659163987,0.34,0.668516734032585,1371,140,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 140}","{""hard_negative"": 0.6923076950214567, ""near_miss_negative"": 0.6666666698398558, ""normal_negative"": 0.6400000146949538, ""positive_boundary"": 0.6606243477704433, ""positive_center"": 0.6908000094049117, ""positive_context"": 0.6557895934410283, ""positive_shift"": 0.6718453151675371}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
28,False,0.6249799150620063,0.5997556895430398,0.6833535517289709,0.6774618391822005,1.0,0.28,0.6774618391822005,1370,139,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 139}","{""hard_negative"": 0.8461538476720647, ""near_miss_negative"": 0.5833333394616416, ""normal_negative"": 0.7200000038087037, ""positive_boundary"": 0.6702468750568537, ""positive_center"": 0.6984289539795295, ""positive_context"": 0.667275872368079, ""positive_shift"": 0.6794878361889949}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",2.5e-05,0.0001
29,False,0.622814696548629,0.5874051276666636,0.6652322697287819,0.6628580355711305,1.0,0.32,0.6628580355711305,1370,139,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 139}","{""hard_negative"": 0.6923077032965073, ""near_miss_negative"": 0.5833333367645649, ""normal_negative"": 0.7200000050175716, ""positive_boundary"": 0.6557657081777086, ""positive_center"": 0.685381133182376, ""positive_context"": 0.6481033878830763, ""positive_shift"": 0.6662827062492187}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",1.25e-05,5e-05
30,False,0.6216306986599943,0.5909157357387596,0.6703687040786409,0.6656048287820203,1.0,0.3,0.6656048287820203,1370,139,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 139}","{""hard_negative"": 0.7692307716349991, ""near_miss_negative"": 0.5833333359925635, ""normal_negative"": 0.7200000143206108, ""positive_boundary"": 0.6596747085165519, ""positive_center"": 0.6891577877834731, ""positive_context"": 0.6532954450410146, ""positive_shift"": 0.6661396321768944}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",1.25e-05,5e-05
