epoch,encoder_frozen,train_loss,val_loss,patch_dice_all,patch_dice_pos_only,positive_patch_recall,negative_patch_fpr,stage1_score,train_patch_count,replay_patch_count,train_family_counts_json,patch_dice_by_type_json,count_by_type_json,lr_encoder,lr_decoder
1,True,0.8282637443124135,0.8931590014877742,0.2669681107008326,0.30988902726336315,1.0,1.0,0.30988902726336315,1231,0,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949}","{""hard_negative"": 1.4651108243279864e-08, ""near_miss_negative"": 6.020333660414212e-09, ""normal_negative"": 8.855446735345218e-09, ""positive_boundary"": 0.3242097649394273, ""positive_center"": 0.31023892816892595, ""positive_context"": 0.2939604897073553, ""positive_shift"": 0.3033609723443058}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
2,True,0.7410228929802425,0.8015980644569503,0.2507214224205613,0.28138402629654646,1.0,0.94,0.28138402629654646,1231,0,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949}","{""hard_negative"": 0.15384615959350967, ""near_miss_negative"": 0.0833334221213392, ""normal_negative"": 7.016999940545609e-09, ""positive_boundary"": 0.28415777436636674, ""positive_center"": 0.286640090867877, ""positive_context"": 0.27892960457561106, ""positive_shift"": 0.27725999588394523}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
3,True,0.7153725470109842,0.7386172578935808,0.3139453584970505,0.31618737652948214,1.0,0.7,0.31618737652948214,1231,0,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949}","{""hard_negative"": 0.538461550991871, ""near_miss_negative"": 0.41666667790604484, ""normal_negative"": 0.12000000075997931, ""positive_boundary"": 0.3153255431053157, ""positive_center"": 0.3092702580433266, ""positive_context"": 0.33250443193201834, ""positive_shift"": 0.3122827307407837}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
4,False,0.7145672817068127,0.7081243729327193,0.3385474428306862,0.3350984777702821,0.9967845659163987,0.64,0.3350984777702821,1412,181,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 181}","{""hard_negative"": 0.615384623414088, ""near_miss_negative"": 0.41666667537348445, ""normal_negative"": 0.2000000026582008, ""positive_boundary"": 0.3336713106822454, ""positive_center"": 0.3374479522967081, ""positive_context"": 0.33921557590634877, ""positive_shift"": 0.33331494962828806}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
5,False,0.7018737259397426,0.692858511060889,0.49781252453810293,0.471737367298335,0.9967845659163987,0.34,0.471737367298335,1412,181,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 181}","{""hard_negative"": 0.8461538476653968, ""near_miss_negative"": 0.9166666666899898, ""normal_negative"": 0.44000000434171865, ""positive_boundary"": 0.45952658708228494, ""positive_center"": 0.47510206570040364, ""positive_context"": 0.4938960526578238, ""positive_shift"": 0.47121880850285697}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
6,False,0.6966309290769755,0.6864041446648806,0.4936717289119819,0.5055160556404013,0.9903536977491961,0.58,0.5055160556404013,1412,181,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 181}","{""hard_negative"": 0.5384615834778596, ""near_miss_negative"": 0.5833333353677282, ""normal_negative"": 0.28000000893742877, ""positive_boundary"": 0.4949501122687255, ""positive_center"": 0.5299256794005384, ""positive_context"": 0.5071560317980613, ""positive_shift"": 0.503291906973949}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
7,False,0.6906994214555907,0.6841019174068589,0.5957553906966027,0.5725649380941467,0.9710610932475884,0.26,0.5725649380941467,1398,167,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 167}","{""hard_negative"": 0.9230769231978713, ""near_miss_negative"": 0.7500000029308892, ""normal_negative"": 0.6400000102980372, ""positive_boundary"": 0.5596801755063914, ""positive_center"": 0.5923257275303025, ""positive_context"": 0.5642301593989851, ""positive_shift"": 0.5799267029021371}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
8,False,0.6845059377782164,0.6759975389100178,0.5007575725111412,0.5073102352669461,1.0,0.54,0.5073102352669461,1398,167,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 167}","{""hard_negative"": 0.61538463557564, ""near_miss_negative"": 0.6666666707513045, ""normal_negative"": 0.2800000078801121, ""positive_boundary"": 0.50037484909766, ""positive_center"": 0.5229720835592232, ""positive_context"": 0.5055322655822223, ""positive_shift"": 0.5074542768275735}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
9,False,0.6801242095035885,0.6739803813501078,0.63012895985199,0.6156802390195293,0.9742765273311897,0.28,0.6156802390195293,1398,167,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 167}","{""hard_negative"": 0.8461538463073622, ""near_miss_negative"": 0.7500000029163174, ""normal_negative"": 0.6400000053801292, ""positive_boundary"": 0.604104431379404, ""positive_center"": 0.6350595655391365, ""positive_context"": 0.6054795647051043, ""positive_shift"": 0.6228530602351363}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
10,False,0.6767321606290881,0.6794202473024913,0.6800243508986187,0.654304792773998,0.9807073954983923,0.16,0.654304792773998,1387,156,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 156}","{""hard_negative"": 0.9230769241603466, ""near_miss_negative"": 0.9166666668432204, ""normal_negative"": 0.7600000042193951, ""positive_boundary"": 0.6468905756107662, ""positive_center"": 0.6702392458620361, ""positive_context"": 0.6422297228532484, ""positive_shift"": 0.6599425342486627}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
11,False,0.6717882568920441,0.6570776119786946,0.6304550769044486,0.6289205202077219,0.9967845659163987,0.36,0.6289205202077219,1387,156,"{""defect_negative"": 141, ""normal_negative"": 141, ""positive"": 949, ""replay"": 156}","{""hard_negative"": 0.8461538492996965, ""near_miss_negative"": 0.8333333344182924, ""normal_negative"": 0.4400000369595533, ""positive_boundary"": 0.6224719764521489, ""positive_center"": 0.6558193754331738, ""positive_context"": 0.619278042339161, ""positive_shift"": 0.6269995181235557}","{""hard_negative"": 13, ""near_miss_negative"": 12, ""normal_negative"": 25, ""positive_boundary"": 104, ""positive_center"": 51, ""positive_context"": 52, ""positive_shift"": 104}",5e-05,0.0002
