epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,requested_hard_normal_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,hard_normal_max_repeats_per_epoch,train_device_counts_json,lr_encoder,lr_decoder
1,0.821025063009823,0.5404945520871843,0.39499891885223976,1.0,0.6428571428571429,14,9,7327.0,523.3571428571429,170.5,2484.5,321.35714285714283,92.0,1234.8999999999996,2102.0,0.5,0,-0.5452197336271015,159,0,159,0,45,0,0,2,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
2,0.8061491917161381,0.49827848275805137,0.3568349847198353,1.0,0.42857142857142855,14,6,1758.0,125.57142857142857,0.0,567.9499999999998,110.0,0.0,498.39999999999986,787.0,0.5,0,-0.15886437438480566,159,0,159,0,45,0,0,2,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
3,0.8048527489847211,0.5763062320290784,0.42666453328801235,1.0,0.7142857142857143,14,10,6114.0,436.7142857142857,109.5,1444.4499999999998,331.35714285714283,83.5,1026.3999999999999,1185.0,0.5,0,-0.6522651965423503,159,64,95,64,45,64,32,2,"{""camera"": 144, ""phone"": 124}",2e-05,0.0001
4,0.800716792469594,0.37425453369396805,0.25291221648568984,1.0,1.0,14,14,31378.0,2241.285714285714,1437.5,5755.849999999999,1095.5,969.0,2390.6499999999996,2858.0,0.5,0,-1.425745466306032,159,64,95,64,45,64,32,2,"{""camera"": 144, ""phone"": 124}",2e-05,0.0001
5,0.7977330026341908,0.5743124495123192,0.4255110498151375,1.0,0.8571428571428571,14,12,4285.0,306.07142857142856,151.5,948.5,253.07142857142858,147.0,873.05,875.0,0.5,0,-0.939973264773395,159,64,95,64,45,64,44,2,"{""camera"": 150, ""phone"": 118}",2e-05,0.0001
6,0.7950950344996666,0.5071147747648812,0.36183078750698616,1.0,0.8571428571428571,14,12,7557.0,539.7857142857143,359.0,1572.1499999999996,397.42857142857144,180.0,1248.3999999999999,1615.0,0.5,0,-1.007170939520833,159,64,95,64,45,64,44,2,"{""camera"": 153, ""phone"": 115}",2e-05,0.0001
7,0.7930260620900055,0.5094102704222634,0.36807932155388046,1.0,0.9285714285714286,14,13,6400.0,457.14285714285717,232.0,1335.8,351.35714285714283,151.0,969.55,1030.0,0.5,0,-1.1477325867205939,159,64,95,64,45,64,37,2,"{""camera"": 158, ""phone"": 110}",2e-05,0.0001
8,0.7925907462390501,0.5136268057270493,0.3697979702450329,1.0,0.7142857142857143,14,10,5452.0,389.42857142857144,127.5,1454.3,286.42857142857144,70.5,1060.95,1085.0,0.5,0,-0.7149446228443793,159,64,95,64,45,64,37,2,"{""camera"": 158, ""phone"": 110}",1e-05,5e-05
9,0.7901584523827282,0.5586992477674967,0.4135147711203659,1.0,0.7142857142857143,14,10,3546.0,253.28571428571428,62.0,978.55,221.92857142857142,60.5,900.6999999999999,967.0,0.5,0,-0.669872180803932,159,64,95,64,45,64,33,2,"{""camera"": 149, ""phone"": 119}",1e-05,5e-05
10,0.7893485595930868,0.590925321253366,0.4449252689014649,1.0,0.5714285714285714,14,8,1814.0,129.57142857142858,14.0,734.55,126.42857142857143,14.0,734.55,756.0,0.5,0,-0.3519318216037768,159,64,95,64,45,64,33,2,"{""camera"": 149, ""phone"": 119}",1e-05,5e-05
