epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,train_device_counts_json,lr_encoder,lr_decoder
1,0.6684661367360283,0.6009777425087333,0.4599726221356924,1.0,0.14285714285714285,14,2,2473.0,176.64285714285714,0.0,1211.45,146.71428571428572,0.0,957.0999999999998,1260.0,0.9,24,0.5152634567944476,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
2,0.6654151607962215,0.6429436226408382,0.5198274145862831,0.9230769230769231,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,48,0.6429436226408382,159,159,0,45,0,0,"{""camera"": 118, ""phone"": 86}",2e-05,0.0001
3,0.6673340468264338,0.6820779229061569,0.5601430311107068,0.9615384615384616,0.07142857142857142,14,1,40.0,2.857142857142857,0.0,13.999999999999986,1.9285714285714286,0.0,9.44999999999999,27.0,0.84,0,0.6820779229061569,159,95,64,45,64,4,"{""camera"": 166, ""phone"": 102}",2e-05,0.0001
4,0.6655674229806928,0.6093350318322565,0.464260466782218,1.0,0.21428571428571427,14,3,999.0,71.35714285714286,0.0,457.7,49.785714285714285,0.0,285.9999999999999,429.0,0.9,48,0.3807636032608279,159,95,64,45,64,4,"{""camera"": 166, ""phone"": 102}",2e-05,0.0001
5,0.6641036254256519,0.6834792967542518,0.5640302726864314,0.9615384615384616,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,32,0.6834792967542518,159,95,64,45,64,18,"{""camera"": 163, ""phone"": 105}",2e-05,0.0001
6,0.6625681359376481,0.6668466039588098,0.5461971042928563,0.9615384615384616,0.07142857142857142,14,1,45.0,3.2142857142857144,0.0,15.749999999999984,2.2142857142857144,0.0,10.849999999999989,31.0,0.9,8,0.6668466039588098,159,95,64,45,64,18,"{""camera"": 165, ""phone"": 103}",2e-05,0.0001
7,0.6613943950453801,0.6770416651333974,0.5549462331905126,1.0,0.07142857142857142,14,1,331.0,23.642857142857142,0.0,115.84999999999988,23.642857142857142,0.0,115.84999999999988,331.0,0.9,8,0.6770416651333974,159,95,64,45,64,7,"{""camera"": 152, ""phone"": 116}",2e-05,0.0001
8,0.6609421977356299,0.6760015894948813,0.5525411844279693,0.9807692307692307,0.07142857142857142,14,1,402.0,28.714285714285715,0.0,140.69999999999985,28.714285714285715,0.0,140.69999999999985,402.0,0.9,32,0.6760015894948813,159,95,64,45,64,7,"{""camera"": 155, ""phone"": 113}",2e-05,0.0001
9,0.6586362025631007,0.7009863926547786,0.5770873179243174,1.0,0.07142857142857142,14,1,125.0,8.928571428571429,0.0,43.74999999999996,8.928571428571429,0.0,43.74999999999996,125.0,0.8,8,0.7009863926547786,159,95,64,45,64,4,"{""camera"": 150, ""phone"": 118}",2e-05,0.0001
10,0.6577971177314644,0.6847554068070036,0.5536623148283046,0.9615384615384616,0.07142857142857142,14,1,10.0,0.7142857142857143,0.0,3.4999999999999964,0.7142857142857143,0.0,3.4999999999999964,10.0,0.78,8,0.6847554068070036,159,95,64,45,64,4,"{""camera"": 150, ""phone"": 118}",2e-05,0.0001
11,0.6565248281208437,0.7071335588391032,0.5749146360501877,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,24,0.7071335588391032,159,95,64,45,64,2,"{""camera"": 150, ""phone"": 118}",2e-05,0.0001
12,0.6551186869393534,0.7080734825344263,0.5763631327473373,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,8,0.7080734825344263,159,95,64,45,64,2,"{""camera"": 150, ""phone"": 118}",2e-05,0.0001
13,0.6541508881013784,0.7098763293749453,0.5880187310271997,0.9615384615384616,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,48,0.7098763293749453,159,95,64,45,64,1,"{""camera"": 182, ""phone"": 86}",2e-05,0.0001
14,0.6531404319094188,0.6989949613408541,0.5661464541314255,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,8,0.6989949613408541,159,95,64,45,64,1,"{""camera"": 182, ""phone"": 86}",2e-05,0.0001
15,0.6519654455469616,0.6960520350115058,0.5746815961571212,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,48,0.6960520350115058,159,95,64,45,64,4,"{""camera"": 182, ""phone"": 86}",2e-05,0.0001
16,0.6506350974538433,0.7071697804466173,0.5796125084196568,1.0,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,16,0.7071697804466173,159,95,64,45,64,4,"{""camera"": 182, ""phone"": 86}",2e-05,0.0001
17,0.649563171080689,0.6949173529644773,0.5647232164779814,1.0,0.07142857142857142,14,1,26.0,1.8571428571428572,0.0,9.09999999999999,1.8571428571428572,0.0,9.09999999999999,26.0,0.9,24,0.6949173529644773,159,95,64,45,64,5,"{""camera"": 170, ""phone"": 98}",2e-05,0.0001
18,0.6488257913447139,0.683650210042206,0.5617108584904899,0.9615384615384616,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,8,0.683650210042206,159,95,64,45,64,5,"{""camera"": 170, ""phone"": 98}",2e-05,0.0001
19,0.6475980192867677,0.6961145088128217,0.5799439394885673,0.9423076923076923,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,48,0.6961145088128217,159,95,64,45,64,1,"{""camera"": 182, ""phone"": 86}",1e-05,5e-05
20,0.6471107913486993,0.7017075026673312,0.5812375131445514,0.9615384615384616,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,48,0.7017075026673312,159,95,64,45,64,1,"{""camera"": 182, ""phone"": 86}",1e-05,5e-05
