epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,train_device_counts_json,lr_encoder,lr_decoder
21,0.6464676741343826,0.7051598909461371,0.5847577913027929,0.9615384615384616,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,48,0.7051598909461371,159,95,64,45,64,1,"{""camera"": 182, ""phone"": 86}",1e-05,5e-05
22,0.6456809292978315,0.7012639155396484,0.5721306138887277,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,24,0.7012639155396484,159,95,64,45,64,1,"{""camera"": 182, ""phone"": 86}",1e-05,5e-05
23,0.6450547317960369,0.7056851006350094,0.5761219332721643,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0,0.7056851006350094,159,95,64,45,64,2,"{""camera"": 182, ""phone"": 86}",1e-05,5e-05
24,0.6448064668854671,0.7078325260086604,0.579378536926341,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0,0.7078325260086604,159,95,64,45,64,2,"{""camera"": 182, ""phone"": 86}",5e-06,2.5e-05
25,0.6444535397771579,0.7143287567930057,0.5849980040928213,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,8,0.7143287567930057,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",5e-06,2.5e-05
26,0.6439494054708907,0.7160212064668134,0.5891451472387274,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,8,0.7160212064668134,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",5e-06,2.5e-05
27,0.6438049398251434,0.7097321567360788,0.5821593102815096,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0,0.7097321567360788,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",5e-06,2.5e-05
28,0.6434781711492965,0.7111024726245883,0.5832257435667803,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,8,0.7111024726245883,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",5e-06,2.5e-05
29,0.6433686133640916,0.7108434710734304,0.5839070702763757,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0,0.7108434710734304,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",5e-06,2.5e-05
30,0.6430191024025874,0.7095975723867832,0.5821758889629675,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,16,0.7095975723867832,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",5e-06,2.5e-05
31,0.6426192370813284,0.7088734753784625,0.582642523254556,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0,0.7088734753784625,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",5e-06,2.5e-05
32,0.6422327516683891,0.7077166088615137,0.5819948208485027,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0,0.7077166088615137,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",2.5e-06,1.25e-05
33,0.6421664695241558,0.710570220711756,0.5827295822513515,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,32,0.710570220711756,159,95,64,45,64,2,"{""camera"": 182, ""phone"": 86}",2.5e-06,1.25e-05
34,0.6421769804029323,0.7113455669878144,0.584235458303785,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0,0.7113455669878144,159,95,64,45,64,2,"{""camera"": 182, ""phone"": 86}",2.5e-06,1.25e-05
35,0.6419576175177275,0.7079245021030686,0.5812853538423288,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,8,0.7079245021030686,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",2.5e-06,1.25e-05
36,0.6417505652157228,0.7085608689232867,0.5812024671228966,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0,0.7085608689232867,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",2.5e-06,1.25e-05
37,0.6418257382378649,0.7085097288994938,0.5804294190567292,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,8,0.7085097288994938,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",1.25e-06,6.25e-06
38,0.6419558996584878,0.7083728745584452,0.5813019528351161,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,16,0.7083728745584452,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",1.25e-06,6.25e-06
39,0.6415899013405415,0.7101931595741806,0.5822092107338566,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,8,0.7101931595741806,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",1.25e-06,6.25e-06
40,0.641490171204752,0.7109852053181348,0.5847484913175882,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,24,0.7109852053181348,159,95,64,45,64,3,"{""camera"": 182, ""phone"": 86}",1.25e-06,6.25e-06
41,0.6413589075430116,0.7118382222675799,0.5849074918543099,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0,0.7118382222675799,159,95,64,45,64,2,"{""camera"": 182, ""phone"": 86}",1.25e-06,6.25e-06
42,0.6415386644761953,0.7149497677841564,0.588331453229728,0.9807692307692307,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,24,0.7149497677841564,159,95,64,45,64,2,"{""camera"": 182, ""phone"": 86}",6.25e-07,3.125e-06
