epoch,train_loss,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,threshold,min_area,stage2_score,normal_budget_count,requested_hard_normal_count,target_random_normal_count,target_hard_normal_count,random_normal_count,hard_normal_count,hard_pool_size,hard_normal_max_repeats_per_epoch,train_device_counts_json,lr_encoder,lr_decoder
1,0.7351331543922425,0.6663265000829084,0.5236471028070727,0.9814814814814815,0.25,16,4,962.0,60.125,0.0,309.0,59.5,0.0,306.5,806.0,0.5,0,0.3663265000829084,157,0,157,0,43,0,0,2,"{""camera"": 116, ""phone"": 84}",2e-05,0.0001
2,0.7262837100028992,0.6071305007556461,0.4559415405408349,1.0,0.8125,16,13,3971.0,248.1875,37.5,1016.5,155.1875,28.0,534.5,806.0,0.5,0,-0.8178694992443539,157,0,157,0,43,0,0,2,"{""camera"": 116, ""phone"": 84}",2e-05,0.0001
3,0.7258808252423309,0.5884896549137054,0.44217129885151557,1.0,0.8125,16,13,6706.0,419.125,400.5,1092.0,367.75,298.5,1014.75,1044.0,0.5,0,-0.8365103450862946,157,63,99,58,43,58,29,2,"{""camera"": 134, ""phone"": 124}",2e-05,0.0001
4,0.722983626432197,0.6140965994900043,0.4626249768662722,1.0,0.625,16,10,3052.0,190.75,141.0,561.75,166.8125,133.0,507.25,706.0,0.5,0,-0.43590340050999576,157,63,99,58,43,58,29,2,"{""camera"": 134, ""phone"": 124}",2e-05,0.0001
5,0.7197399973869324,0.4976236198133728,0.35378135871154115,1.0,0.8125,16,13,5577.0,348.5625,223.5,989.0,198.125,173.5,534.75,540.0,0.5,0,-0.9273763801866273,157,63,117,40,43,40,20,2,"{""camera"": 138, ""phone"": 102}",2e-05,0.0001
6,0.7184175848960876,0.6018839269992631,0.4470646951950975,1.0,0.5,16,8,2644.0,165.25,6.0,569.5,111.6875,6.0,426.25,655.0,0.5,0,-0.19811607300073697,157,63,117,40,43,40,20,2,"{""camera"": 138, ""phone"": 102}",2e-05,0.0001
7,0.7165990074475607,0.6295542431704376,0.4758997645770145,1.0,0.375,16,6,1949.0,121.8125,0.0,540.75,94.8125,0.0,436.0,541.0,0.5,0,0.07955424317043758,157,63,123,34,43,34,17,2,"{""camera"": 128, ""phone"": 106}",1e-05,5e-05
8,0.7159795256761404,0.6190884867837226,0.4654286898908847,1.0,0.5,16,8,2457.0,153.5625,5.5,710.5,108.375,5.5,388.0,532.0,0.5,0,-0.1809115132162774,157,63,123,34,43,34,17,2,"{""camera"": 128, ""phone"": 106}",1e-05,5e-05
9,0.7151904516861218,0.6669226909814845,0.5185609578962515,1.0,0.3125,16,5,969.0,60.5625,0.0,296.0,43.5625,0.0,205.0,208.0,0.5,0,0.2419226909814845,157,63,119,38,43,38,19,2,"{""camera"": 134, ""phone"": 104}",1e-05,5e-05
10,0.7146929828058771,0.6371330192745602,0.48396775748685306,1.0,0.375,16,6,1362.0,85.125,0.0,389.5,60.1875,0.0,272.5,325.0,0.5,0,0.08713301927456019,157,63,119,38,43,38,19,2,"{""camera"": 134, ""phone"": 104}",1e-05,5e-05
